 id  ,                                name                                ,                            description                             , sku , units ,      dvinci_id      ,  cutrite_id  ,         created_at         ,         updated_at         
66,"  Adjustable Safety Shelf, (18x16)                               ",Adjustable Safety Shelf,,, 000.935.982.x.000   ,CL-SS,10/29/2010 23:05:50,10/29/2010 23:05:50
72,"  Adjustable Safety Shelf, (18x20)                               ",Adjustable Safety Shelf,,, 000.935.983.x.000   ,CL-SS,10/29/2010 23:05:51,10/29/2010 23:05:51
78,"  Adjustable Safety Shelf, (18x24)                               ",Adjustable Safety Shelf,,, 000.935.984.x.000   ,CL-SS,10/29/2010 23:05:53,10/29/2010 23:05:53
55,"  Adjustable Safety Shelf, (24x12)                               ",Adjustable Safety Shelf,,, 000.935.010.x.000   ,CL-SS,10/29/2010 23:05:47,10/29/2010 23:05:47
61,"  Adjustable Safety Shelf, (24x14)                               ",Adjustable Safety Shelf,,, 000.935.011.x.000   ,CL-SS,10/29/2010 23:05:48,10/29/2010 23:05:48
67,"  Adjustable Safety Shelf, (24x16)                               ",Adjustable Safety Shelf,,, 000.935.012.x.000   ,CL-SS,10/29/2010 23:05:50,10/29/2010 23:05:50
73,"  Adjustable Safety Shelf, (24x20)                               ",Adjustable Safety Shelf,,, 000.935.013.x.000   ,CL-SS,10/29/2010 23:05:51,10/29/2010 23:05:51
79,"  Adjustable Safety Shelf, (24x24)                               ",Adjustable Safety Shelf,,, 000.935.014.x.000   ,CL-SS,10/29/2010 23:05:53,10/29/2010 23:05:53
56,"  Adjustable Safety Shelf, (30x12)                               ",Adjustable Safety Shelf,,, 000.935.020.x.000   ,CL-SS,10/29/2010 23:05:47,10/29/2010 23:05:47
62,"  Adjustable Safety Shelf, (30x14)                               ",Adjustable Safety Shelf,,, 000.935.021.x.000   ,CL-SS,10/29/2010 23:05:49,10/29/2010 23:05:49
68,"  Adjustable Safety Shelf, (30x16)                               ",Adjustable Safety Shelf,,, 000.935.022.x.000   ,CL-SS,10/29/2010 23:05:50,10/29/2010 23:05:50
74,"  Adjustable Safety Shelf, (30x20)                               ",Adjustable Safety Shelf,,, 000.935.023.x.000   ,CL-SS,10/29/2010 23:05:52,10/29/2010 23:05:52
80,"  Adjustable Safety Shelf, (30x24)                               ",Adjustable Safety Shelf,,, 000.935.024.x.000   ,CL-SS,10/29/2010 23:05:53,10/29/2010 23:05:53
57,"  Adjustable Safety Shelf, (36x12)                               ",Adjustable Safety Shelf,,, 000.935.030.x.000   ,CL-SS,10/29/2010 23:05:48,10/29/2010 23:05:48
63,"  Adjustable Safety Shelf, (36x14)                               ",Adjustable Safety Shelf,,, 000.935.031.x.000   ,CL-SS,10/29/2010 23:05:49,10/29/2010 23:05:49
69,"  Adjustable Safety Shelf, (36x16)                               ",Adjustable Safety Shelf,,, 000.935.032.x.000   ,CL-SS,10/29/2010 23:05:50,10/29/2010 23:05:50
75,"  Adjustable Safety Shelf, (36x20)                               ",Adjustable Safety Shelf,,, 000.935.033.x.000   ,CL-SS,10/29/2010 23:05:52,10/29/2010 23:05:52
81,"  Adjustable Safety Shelf, (36x24)                               ",Adjustable Safety Shelf,,, 000.935.034.x.000   ,CL-SS,10/29/2010 23:05:53,10/29/2010 23:05:53
58,"  Adjustable Safety Shelf, (42x12)                               ",Adjustable Safety Shelf,,, 000.935.040.x.000   ,CL-SS,10/29/2010 23:05:48,10/29/2010 23:05:48
64,"  Adjustable Safety Shelf, (42x14)                               ",Adjustable Safety Shelf,,, 000.935.041.x.000   ,CL-SS,10/29/2010 23:05:49,10/29/2010 23:05:49
70,"  Adjustable Safety Shelf, (42x16)                               ",Adjustable Safety Shelf,,, 000.935.042.x.000   ,CL-SS,10/29/2010 23:05:51,10/29/2010 23:05:51
76,"  Adjustable Safety Shelf, (42x20)                               ",Adjustable Safety Shelf,,, 000.935.043.x.000   ,CL-SS,10/29/2010 23:05:52,10/29/2010 23:05:52
82,"  Adjustable Safety Shelf, (42x24)                               ",Adjustable Safety Shelf,,, 000.935.044.x.000   ,CL-SS,10/29/2010 23:05:54,10/29/2010 23:05:54
268,  Adjustable Shelf (12x12)                                       ,Adjustable Shelf                                   ,,, 000.931.920.x.000   ,CL-AS        ,10/29/2010 23:08:38,10/29/2010 23:35:00
285,"  Adjustable Shelf, (12x14)                                      ",Adjustable Shelf,,, 000.931.921.x.000   ,CL-AS        ,10/29/2010 23:08:50,10/29/2010 23:35:00
302,"  Adjustable Shelf, (12x16)                                      ",Adjustable Shelf,,, 000.931.922.x.000   ,CL-AS        ,10/29/2010 23:09:11,10/29/2010 23:35:00
331,"  Adjustable Shelf, (12x20)                                      ",Adjustable Shelf,,, 000.931.923.x.000   ,CL-AS,10/29/2010 23:10:14,10/29/2010 23:35:00
357,"  Adjustable Shelf, (12x24)                                      ",Adjustable Shelf,,, 000.931.924.x.000   ,CL-AS,10/29/2010 23:10:32,10/29/2010 23:35:00
322,"  Adjustable Shelf, (18x12)                                      ",Adjustable Shelf,,, 000.931.980.x.000   ,CL-AS,10/29/2010 23:09:37,10/29/2010 23:35:00
330,"  Adjustable Shelf, (18x14)                                      ",Adjustable Shelf,,, 000.931.981.x.000   ,CL-AS,10/29/2010 23:10:14,10/29/2010 23:35:00
356,"  Adjustable Shelf, (18x16)                                      ",Adjustable Shelf,,, 000.931.982.x.000   ,CL-AS,10/29/2010 23:10:32,10/29/2010 23:35:00
377,"  Adjustable Shelf, (18x20)                                      ",Adjustable Shelf,,, 000.931.983.x.000   ,CL-AS,10/29/2010 23:11:27,10/29/2010 23:35:01
397,"  Adjustable Shelf, (18x24)                                      ",Adjustable Shelf,,, 000.931.984.x.000   ,CL-AS,10/29/2010 23:12:22,10/29/2010 23:35:01
355,"  Adjustable Shelf, (24x12)                                      ",Adjustable Shelf,,, 000.931.010.x.000   ,CL-AS,10/29/2010 23:10:32,10/29/2010 23:34:57
384,"  Adjustable Shelf, (24x14)                                      ",Adjustable Shelf,,, 000.931.011.x.000   ,CL-AS,10/29/2010 23:11:53,10/29/2010 23:34:57
392,"  Adjustable Shelf, (24x16)                                      ",Adjustable Shelf,,, 000.931.012.x.000   ,CL-AS,10/29/2010 23:12:14,10/29/2010 23:34:57
400,"  Adjustable Shelf, (24x20)                                      ",Adjustable Shelf,,, 000.931.013.x.000   ,CL-AS,10/29/2010 23:12:39,10/29/2010 23:34:58
417,"  Adjustable Shelf, (24x24)                                      ",Adjustable Shelf,,, 000.931.014.x.000   ,CL-AS,10/29/2010 23:13:13,10/29/2010 23:34:58
383,"  Adjustable Shelf, (30x12)                                      ",Adjustable Shelf,,, 000.931.020.x.000   ,CL-AS,10/29/2010 23:11:53,10/29/2010 23:34:58
399,"  Adjustable Shelf, (30x14)                                      ",Adjustable Shelf,,, 000.931.021.x.000   ,CL-AS,10/29/2010 23:12:38,10/29/2010 23:34:58
408,"  Adjustable Shelf, (30x16)                                      ",Adjustable Shelf,,, 000.931.022.x.000   ,CL-AS,10/29/2010 23:12:49,10/29/2010 23:34:58
413,"  Adjustable Shelf, (30x20)                                      ",Adjustable Shelf,,, 000.931.023.x.000   ,CL-AS,10/29/2010 23:13:07,10/29/2010 23:34:58
429,"  Adjustable Shelf, (30x24)                                      ",Adjustable Shelf,,, 000.931.024.x.000   ,CL-AS,10/29/2010 23:13:39,10/29/2010 23:34:58
396,"  Adjustable Shelf, (36x12)                                      ",Adjustable Shelf,,, 000.931.030.x.000   ,CL-AS,10/29/2010 23:12:21,10/29/2010 23:34:59
412,"  Adjustable Shelf, (36x14)                                      ",Adjustable Shelf,,, 000.931.031.x.000   ,CL-AS,10/29/2010 23:13:03,10/29/2010 23:34:59
416,"  Adjustable Shelf, (36x16)                                      ",Adjustable Shelf,,, 000.931.032.x.000   ,CL-AS,10/29/2010 23:13:13,10/29/2010 23:34:59
421,"  Adjustable Shelf, (36x20)                                      ",Adjustable Shelf,,, 000.931.033.x.000   ,CL-AS,10/29/2010 23:13:25,10/29/2010 23:34:59
450,"  Adjustable Shelf, (36x24)                                      ",Adjustable Shelf,,, 000.931.034.x.000   ,CL-AS,10/29/2010 23:14:03,10/29/2010 23:34:59
411,"  Adjustable Shelf, (42x12)                                      ",Adjustable Shelf,,, 000.931.040.x.000   ,CL-AS,10/29/2010 23:13:03,10/29/2010 23:34:59
420,"  Adjustable Shelf, (42x14)                                      ",Adjustable Shelf,,, 000.931.041.x.000   ,CL-AS,10/29/2010 23:13:24,10/29/2010 23:34:59
423,"  Adjustable Shelf, (42x16)                                      ",Adjustable Shelf,,, 000.931.042.x.000   ,CL-AS,10/29/2010 23:13:31,10/29/2010 23:34:59
428,"  Adjustable Shelf, (42x20)                                      ",Adjustable Shelf,,, 000.931.043.x.000   ,CL-AS,10/29/2010 23:13:39,10/29/2010 23:34:59
477,"  Adjustable Shelf, (42x24)                                      ",Adjustable Shelf,,, 000.931.044.x.000   ,CL-AS,10/29/2010 23:14:18,10/29/2010 23:35:00
259,  Backing Panel                                                  ,Backing Panel                                                  ,,, 000.960.000.x.000   ,CL-BKP       ,10/29/2010 23:08:33,10/29/2010 23:35:03
466,  Belt Rack                                                      ,Belt Rack                                                      ,,, 000.982.000.x.000   ,,10/29/2010 23:14:08,10/29/2010 23:35:49
267,  Cam Shelf (12x12)                                              ,Cam Shelf,,, 000.930.920.x.000   ,CL-CS        ,10/29/2010 23:08:38,10/29/2010 23:34:56
284,  Cam Shelf (12x14)                                              ,Cam Shelf,,, 000.930.921.x.000   ,CL-CS        ,10/29/2010 23:08:49,10/29/2010 23:34:56
301,  Cam Shelf (12x16)                                              ,Cam Shelf,,, 000.930.922.x.000   ,CL-CS        ,10/29/2010 23:09:10,10/29/2010 23:34:56
329,  Cam Shelf (12x20)                                              ,Cam Shelf,,, 000.930.923.x.000   ,CL-CS,10/29/2010 23:10:13,10/29/2010 23:34:56
354,  Cam Shelf (12x24)                                              ,Cam Shelf,,, 000.930.924.x.000   ,CL-CS,10/29/2010 23:10:31,10/29/2010 23:34:56
321,  Cam Shelf (18x12)                                              ,Cam Shelf,,, 000.930.980.x.000   ,CL-CS,10/29/2010 23:09:37,10/29/2010 23:34:57
328,  Cam Shelf (18x14)                                              ,Cam Shelf,,, 000.930.981.x.000   ,CL-CS,10/29/2010 23:10:13,10/29/2010 23:34:57
353,  Cam Shelf (18x16)                                              ,Cam Shelf,,, 000.930.982.x.000   ,CL-CS,10/29/2010 23:10:31,10/29/2010 23:34:57
382,  Cam Shelf (18x20)                                              ,Cam Shelf,,, 000.930.983.x.000   ,CL-CS,10/29/2010 23:11:53,10/29/2010 23:34:57
395,  Cam Shelf (18x24)                                              ,Cam Shelf,,, 000.930.984.x.000   ,CL-CS,10/29/2010 23:12:21,10/29/2010 23:34:57
352,  Cam Shelf (24x12)                                              ,Cam Shelf,,, 000.930.010.x.000   ,CL-CS,10/29/2010 23:10:31,10/29/2010 23:34:53
381,  Cam Shelf (24x14)                                              ,Cam Shelf,,, 000.930.011.x.000   ,CL-CS,10/29/2010 23:11:52,10/29/2010 23:34:53
391,  Cam Shelf (24x16)                                              ,Cam Shelf,,, 000.930.012.x.000   ,CL-CS,10/29/2010 23:12:14,10/29/2010 23:34:53
407,  Cam Shelf (24x20)                                              ,Cam Shelf,,, 000.930.013.x.000   ,CL-CS,10/29/2010 23:12:49,10/29/2010 23:34:54
415,  Cam Shelf (24x24)                                              ,Cam Shelf,,, 000.930.014.x.000   ,CL-CS,10/29/2010 23:13:12,10/29/2010 23:34:54
380,  Cam Shelf (30x12)                                              ,Cam Shelf,,, 000.930.020.x.000   ,CL-CS,10/29/2010 23:11:52,10/29/2010 23:34:54
398,  Cam Shelf (30x14)                                              ,Cam Shelf,,, 000.930.021.x.000   ,CL-CS,10/29/2010 23:12:38,10/29/2010 23:34:54
406,  Cam Shelf (30x16)                                              ,Cam Shelf,,, 000.930.022.x.000   ,CL-CS,10/29/2010 23:12:49,10/29/2010 23:34:54
418,  Cam Shelf (30x20)                                              ,Cam Shelf,,, 000.930.023.x.000   ,CL-CS,10/29/2010 23:13:19,10/29/2010 23:34:54
427,  Cam Shelf (30x24)                                              ,Cam Shelf,,, 000.930.024.x.000   ,CL-CS,10/29/2010 23:13:39,10/29/2010 23:34:54
394,  Cam Shelf (36x12)                                              ,Cam Shelf,,, 000.930.030.x.000   ,CL-CS,10/29/2010 23:12:21,10/29/2010 23:34:54
410,  Cam Shelf (36x14)                                              ,Cam Shelf,,, 000.930.031.x.000   ,CL-CS,10/29/2010 23:13:02,10/29/2010 23:34:55
414,  Cam Shelf (36x16)                                              ,Cam Shelf,,, 000.930.032.x.000   ,CL-CS,10/29/2010 23:13:12,10/29/2010 23:34:55
426,  Cam Shelf (36x20)                                              ,Cam Shelf,,, 000.930.033.x.000   ,CL-CS,10/29/2010 23:13:39,10/29/2010 23:34:55
449,  Cam Shelf (36x24)                                              ,Cam Shelf,,, 000.930.034.x.000   ,CL-CS,10/29/2010 23:14:03,10/29/2010 23:34:55
409,  Cam Shelf (42x12)                                              ,Cam Shelf,,, 000.930.040.x.000   ,CL-CS,10/29/2010 23:13:01,10/29/2010 23:34:55
419,  Cam Shelf (42x14)                                              ,Cam Shelf,,, 000.930.041.x.000   ,CL-CS,10/29/2010 23:13:24,10/29/2010 23:34:55
422,  Cam Shelf (42x16)                                              ,Cam Shelf,,, 000.930.042.x.000   ,CL-CS,10/29/2010 23:13:31,10/29/2010 23:34:55
444,  Cam Shelf (42x20)                                              ,Cam Shelf,,, 000.930.043.x.000   ,CL-CS,10/29/2010 23:13:56,10/29/2010 23:34:55
476,  Cam Shelf (42x24)                                              ,Cam Shelf,,, 000.930.044.x.000   ,CL-CS,10/29/2010 23:14:17,10/29/2010 23:34:56
87,  Closet Base Hutch (19x36x14)                                   ,Closet Base Hutch (36),,, 000.300.131.x.000   ,CL-BH-36,10/29/2010 23:06:53,10/29/2010 23:06:53
88,  Closet Base Hutch (19x36x16)                                   ,Closet Base Hutch (36),,, 000.300.136.x.000   ,CL-BH-36,10/29/2010 23:06:53,10/29/2010 23:06:53
89,  Closet Base Hutch (19x36x20)                                   ,Closet Base Hutch (36),,, 000.300.132.x.000   ,CL-BH-36,10/29/2010 23:06:54,10/29/2010 23:06:54
90,  Closet Base Hutch (19x36x24)                                   ,Closet Base Hutch (36),,, 000.300.134.x.000   ,CL-BH-36,10/29/2010 23:06:54,10/29/2010 23:06:54
91,  Closet Base Hutch (19x42x14)                                   ,Closet Base Hutch (42),,, 000.300.141.x.000   ,CL-BH-42,10/29/2010 23:06:54,10/29/2010 23:06:54
92,  Closet Base Hutch (19x42x16)                                   ,Closet Base Hutch (42),,, 000.300.146.x.000   ,CL-BH-42,10/29/2010 23:06:54,10/29/2010 23:06:54
93,  Closet Base Hutch (19x42x20)                                   ,Closet Base Hutch (42),,, 000.300.142.x.000   ,CL-BH-42,10/29/2010 23:06:55,10/29/2010 23:06:55
94,  Closet Base Hutch (19x42x24)                                   ,Closet Base Hutch (42),,, 000.300.144.x.000   ,CL-BH-42,10/29/2010 23:06:55,10/29/2010 23:06:55
95,  Closet Base Hutch (25x36x14)                                   ,Closet Base Hutch (36),,, 000.300.231.x.000   ,CL-BH-36,10/29/2010 23:06:55,10/29/2010 23:06:55
96,  Closet Base Hutch (25x36x16)                                   ,Closet Base Hutch (36),,, 000.300.236.x.000   ,CL-BH-36,10/29/2010 23:06:55,10/29/2010 23:06:55
97,  Closet Base Hutch (25x36x20)                                   ,Closet Base Hutch (36),,, 000.300.232.x.000   ,CL-BH-36,10/29/2010 23:06:56,10/29/2010 23:06:56
98,  Closet Base Hutch (25x36x24)                                   ,Closet Base Hutch (36),,, 000.300.234.x.000   ,CL-BH-36,10/29/2010 23:06:56,10/29/2010 23:06:56
99,  Closet Base Hutch (25x42x14)                                   ,Closet Base Hutch (42),,, 000.300.241.x.000   ,CL-BH-42,10/29/2010 23:06:56,10/29/2010 23:06:56
100,  Closet Base Hutch (25x42x16)                                   ,Closet Base Hutch (42),,, 000.300.246.x.000   ,CL-BH-42,10/29/2010 23:06:57,10/29/2010 23:06:57
101,  Closet Base Hutch (25x42x20)                                   ,Closet Base Hutch (42),,, 000.300.242.x.000   ,CL-BH-42,10/29/2010 23:06:57,10/29/2010 23:06:57
102,  Closet Base Hutch (25x42x24)                                   ,Closet Base Hutch (42),,, 000.300.244.x.000   ,CL-BH-42,10/29/2010 23:06:57,10/29/2010 23:06:57
103,  Closet Base Hutch (31x36x14)                                   ,Closet Base Hutch (36),,, 000.300.331.x.000   ,CL-BH-36,10/29/2010 23:06:57,10/29/2010 23:06:57
104,  Closet Base Hutch (31x36x16)                                   ,Closet Base Hutch (36),,, 000.300.336.x.000   ,CL-BH-36,10/29/2010 23:06:58,10/29/2010 23:06:58
105,  Closet Base Hutch (31x36x20)                                   ,Closet Base Hutch (36),,, 000.300.332.x.000   ,CL-BH-36,10/29/2010 23:06:58,10/29/2010 23:06:58
106,  Closet Base Hutch (31x36x24)                                   ,Closet Base Hutch (36),,, 000.300.334.x.000   ,CL-BH-36,10/29/2010 23:06:58,10/29/2010 23:06:58
107,  Closet Base Hutch (31x42x14)                                   ,Closet Base Hutch (42),,, 000.300.341.x.000   ,CL-BH-42,10/29/2010 23:06:58,10/29/2010 23:06:58
108,  Closet Base Hutch (31x42x16)                                   ,Closet Base Hutch (42),,, 000.300.346.x.000   ,CL-BH-42,10/29/2010 23:06:59,10/29/2010 23:06:59
109,  Closet Base Hutch (31x42x20)                                   ,Closet Base Hutch (42),,, 000.300.342.x.000   ,CL-BH-42,10/29/2010 23:06:59,10/29/2010 23:06:59
110,  Closet Base Hutch (31x42x24)                                   ,Closet Base Hutch (42),,, 000.300.344.x.000   ,CL-BH-42,10/29/2010 23:06:59,10/29/2010 23:06:59
257,  Closet Rod                                                     ,Closet Rod                                                     ,,, 000.990.000.x.000   ,,10/29/2010 23:08:33,10/29/2010 23:35:50
84,  Corner Adjustable Safety Shelf (30x12)                         ,Corner Adjustable Safety Shelf,,, 000.936.020.x.000   ,CL-CSS-12,10/29/2010 23:06:48,10/29/2010 23:06:48
85,  Corner Adjustable Safety Shelf (30x14)                         ,Corner Adjustable Safety Shelf,,, 000.936.021.x.000   ,CL-CSS-14,10/29/2010 23:06:48,10/29/2010 23:06:48
86,  Corner Adjustable Safety Shelf (30x16)                         ,Corner Adjustable Safety Shelf,,, 000.936.022.x.000   ,CL-CSS-16,10/29/2010 23:06:48,10/29/2010 23:06:48
520,  Corner Adjustable Shelf (30x12)                                ,Corner Adjustable Shelf,,, 000.933.020.x.000   ,CL-CAS-12,10/29/2010 23:14:32,10/29/2010 23:35:01
521,  Corner Adjustable Shelf (30x14)                                ,Corner Adjustable Shelf,,, 000.933.021.x.000   ,CL-CAS-14,10/29/2010 23:14:32,10/29/2010 23:35:01
522,  Corner Adjustable Shelf (30x16)                                ,Corner Adjustable Shelf,,, 000.933.022.x.000   ,CL-CAS-16,10/29/2010 23:14:33,10/29/2010 23:35:01
517,  Corner Cam Shelf (30x12)                                       ,Corner Cam Shelf,,, 000.932.020.x.000   ,CL-CCS-12,10/29/2010 23:14:31,10/29/2010 23:35:01
518,  Corner Cam Shelf (30x14)                                       ,Corner Cam Shelf,,, 000.932.021.x.000   ,CL-CCS-14,10/29/2010 23:14:32,10/29/2010 23:35:01
519,  Corner Cam Shelf (30x16)                                       ,Corner Cam Shelf,,, 000.932.022.x.000   ,CL-CCS-16,10/29/2010 23:14:32,10/29/2010 23:35:01
243,"  Corner Countertop 1""                                           ","Corner Countertop 1""",,, 000.000.000.x.502   ,HO-CDTOP     ,10/29/2010 23:08:23,10/29/2010 23:35:36
242,"  Countertop 1""                                                  ","Countertop 1""",,, 000.000.000.x.501   ,HO-DTOP      ,10/29/2010 23:08:23,10/29/2010 23:35:36
263,  Crown Molding 423                                              ,Crown Molding 423,,, 000.000.000.x.301   ,,10/29/2010 23:08:34,10/29/2010 23:35:47
266,  Crown Molding 424                                              ,Crown Molding 424                                              ,,, 000.000.000.x.302   ,,10/29/2010 23:08:37,10/29/2010 23:35:48
389,  Door Flat                                                      ,Door Flat                                                      ,,, 000.000.000.x.130   ,CL-DOOR      ,10/29/2010 23:12:01,10/29/2010 23:34:43
3,"  Door Powder Coat, Granite                                      ","Door Powder Coat, Granite                                      ",,, 000.000.000.012.130 ,,10/29/2010 23:05:36,10/29/2010 23:05:36
1,"  Door Powder Coat, Red                                          ","Door Powder Coat, Red                                          ",,, 000.000.000.011.130 ,,10/29/2010 23:05:36,10/29/2010 23:05:36
535,"  Drawer Box (18x13x11), Birch                                   ","Drawer Box, Birch",,, 000.000.018.012.010 ,CL-DBX-10,10/29/2010 23:14:36,10/29/2010 23:35:04
560,"  Drawer Box (18x13x13), Birch                                   ","Drawer Box, Birch",,, 000.000.018.012.012 ,CL-DBX-11,10/29/2010 23:14:45,10/29/2010 23:35:04
498,"  Drawer Box (18x13x6), Birch                                    ","Drawer Box, Birch",,, 000.000.018.012.060 ,CL-DBX-5  ,10/29/2010 23:14:25,10/29/2010 23:35:04
515,"  Drawer Box (18x13x8), Birch                                    ","Drawer Box, Birch",,, 000.000.018.012.080 ,CL-DBX-7.5,10/29/2010 23:14:31,10/29/2010 23:35:05
544,"  Drawer Box (18x14x11), Birch                                   ","Drawer Box, Birch",,, 000.000.018.014.010 ,CL-DBX-10,10/29/2010 23:14:39,10/29/2010 23:35:05
567,"  Drawer Box (18x14x13), Birch                                   ","Drawer Box, Birch",,, 000.000.018.014.012 ,CL-DBX-11,10/29/2010 23:29:22,10/29/2010 23:35:05
504,"  Drawer Box (18x14x6), Birch                                    ","Drawer Box, Birch",,, 000.000.018.014.060 ,CL-DBX-5  ,10/29/2010 23:14:29,10/29/2010 23:35:05
527,"  Drawer Box (18x14x8), Birch                                    ","Drawer Box, Birch",,, 000.000.018.014.080 ,CL-DBX-7.5,10/29/2010 23:14:35,10/29/2010 23:35:05
551,"  Drawer Box (18x16x11), Birch                                   ","Drawer Box, Birch",,, 000.000.018.016.010 ,CL-DBX-10,10/29/2010 23:14:42,10/29/2010 23:35:05
572,"  Drawer Box (18x16x13), Birch                                   ","Drawer Box, Birch",,, 000.000.018.016.012 ,CL-DBX-11,10/29/2010 23:29:22,10/29/2010 23:35:05
509,"  Drawer Box (18x16x6), Birch                                    ","Drawer Box, Birch",,, 000.000.018.016.060 ,CL-DBX-5  ,10/29/2010 23:14:30,10/29/2010 23:35:05
530,"  Drawer Box (18x16x8), Birch                                    ","Drawer Box, Birch",,, 000.000.018.016.080 ,CL-DBX-7.5,10/29/2010 23:14:36,10/29/2010 23:35:05
564,"  Drawer Box (18x20x11), Birch                                   ","Drawer Box, Birch",,, 000.000.018.020.010 ,CL-DBX-10,10/29/2010 23:29:17,10/29/2010 23:35:06
582,"  Drawer Box (18x20x13), Birch                                   ","Drawer Box, Birch",,, 000.000.018.020.012 ,CL-DBX-11,10/29/2010 23:29:23,10/29/2010 23:35:06
524,"  Drawer Box (18x20x6), Birch                                    ","Drawer Box, Birch",,, 000.000.018.020.060 ,CL-DBX-5  ,10/29/2010 23:14:33,10/29/2010 23:35:06
545,"  Drawer Box (18x20x8), Birch                                    ","Drawer Box, Birch",,, 000.000.018.020.080 ,CL-DBX-7.5,10/29/2010 23:14:39,10/29/2010 23:35:06
573,"  Drawer Box (18x24x11), Birch                                   ","Drawer Box, Birch",,, 000.000.018.024.010 ,CL-DBX-10,10/29/2010 23:29:23,10/29/2010 23:35:06
588,"  Drawer Box (18x24x13), Birch                                   ","Drawer Box, Birch",,, 000.000.018.024.012 ,CL-DBX-11,10/29/2010 23:29:24,10/29/2010 23:35:06
533,"  Drawer Box (18x24x6), Birch                                    ","Drawer Box, Birch",,, 000.000.018.024.060 ,CL-DBX-5  ,10/29/2010 23:14:36,10/29/2010 23:35:06
556,"  Drawer Box (18x24x8), Birch                                    ","Drawer Box, Birch",,, 000.000.018.024.080 ,CL-DBX-7.5,10/29/2010 23:14:43,10/29/2010 23:35:06
559,"  Drawer Box (24x13x11), Birch                                   ","Drawer Box, Birch",,, 000.000.024.012.010 ,CL-DBX-10,10/29/2010 23:14:43,10/29/2010 23:35:06
577,"  Drawer Box (24x13x13), Birch                                   ","Drawer Box, Birch",,, 000.000.024.012.012 ,CL-DBX-11,10/29/2010 23:29:23,10/29/2010 23:35:07
514,"  Drawer Box (24x13x6), Birch                                    ","Drawer Box, Birch",,, 000.000.024.012.060 ,CL-DBX-5  ,10/29/2010 23:14:31,10/29/2010 23:35:07
537,"  Drawer Box (24x13x8), Birch                                    ","Drawer Box, Birch",,, 000.000.024.012.080 ,CL-DBX-7.5,10/29/2010 23:14:37,10/29/2010 23:35:07
565,"  Drawer Box (24x14x11), Birch                                   ","Drawer Box, Birch",,, 000.000.024.014.010 ,CL-DBX-10,10/29/2010 23:29:17,10/29/2010 23:35:07
583,"  Drawer Box (24x14x13), Birch                                   ","Drawer Box, Birch",,, 000.000.024.014.012 ,CL-DBX-11,10/29/2010 23:29:23,10/29/2010 23:35:07
525,"  Drawer Box (24x14x6), Birch                                    ","Drawer Box, Birch",,, 000.000.024.014.060 ,CL-DBX-5  ,10/29/2010 23:14:33,10/29/2010 23:35:07
546,"  Drawer Box (24x14x8), Birch                                    ","Drawer Box, Birch",,, 000.000.024.014.080 ,CL-DBX-7.5,10/29/2010 23:14:39,10/29/2010 23:35:07
570,"  Drawer Box (24x16x11), Birch                                   ","Drawer Box, Birch",,, 000.000.024.016.010 ,CL-DBX-10,10/29/2010 23:29:22,10/29/2010 23:35:08
585,"  Drawer Box (24x16x13), Birch                                   ","Drawer Box, Birch",,, 000.000.024.016.012 ,CL-DBX-11,10/29/2010 23:29:24,10/29/2010 23:35:08
529,"  Drawer Box (24x16x6), Birch                                    ","Drawer Box, Birch",,, 000.000.024.016.060 ,CL-DBX-5  ,10/29/2010 23:14:35,10/29/2010 23:35:08
550,"  Drawer Box (24x16x8), Birch                                    ","Drawer Box, Birch",,, 000.000.024.016.080 ,CL-DBX-7.5,10/29/2010 23:14:42,10/29/2010 23:35:08
578,"  Drawer Box (24x20x11), Birch                                   ","Drawer Box, Birch",,, 000.000.024.020.010 ,CL-DBX-10,10/29/2010 23:29:23,10/29/2010 23:35:08
591,"  Drawer Box (24x20x13), Birch                                   ","Drawer Box, Birch",,, 000.000.024.020.012 ,CL-DBX-11,10/29/2010 23:29:24,10/29/2010 23:35:08
538,"  Drawer Box (24x20x6), Birch                                    ","Drawer Box, Birch",,, 000.000.024.020.060 ,CL-DBX-5  ,10/29/2010 23:14:37,10/29/2010 23:35:08
561,"  Drawer Box (24x20x8), Birch                                    ","Drawer Box, Birch",,, 000.000.024.020.080 ,CL-DBX-7.5,10/29/2010 23:14:45,10/29/2010 23:35:08
584,"  Drawer Box (24x24x11), Birch                                   ","Drawer Box, Birch",,, 000.000.024.024.010 ,CL-DBX-10,10/29/2010 23:29:24,10/29/2010 23:35:08
598,"  Drawer Box (24x24x13), Birch                                   ","Drawer Box, Birch",,, 000.000.024.024.012 ,CL-DBX-11,10/29/2010 23:29:28,10/29/2010 23:35:09
548,"  Drawer Box (24x24x6), Birch                                    ","Drawer Box, Birch",,, 000.000.024.024.060 ,CL-DBX-5  ,10/29/2010 23:14:41,10/29/2010 23:35:09
571,"  Drawer Box (24x24x8), Birch                                    ","Drawer Box, Birch",,, 000.000.024.024.080 ,CL-DBX-7.5,10/29/2010 23:29:22,10/29/2010 23:35:09
574,"  Drawer Box (30x13x11), Birch                                   ","Drawer Box, Birch",,, 000.000.030.012.010 ,CL-DBX-10,10/29/2010 23:29:23,10/29/2010 23:35:09
589,"  Drawer Box (30x13x13), Birch                                   ","Drawer Box, Birch",,, 000.000.030.012.012 ,CL-DBX-11,10/29/2010 23:29:24,10/29/2010 23:35:09
