PartID	CatalogID	PartString	Description	Quantity	 Price 	Labor	LowesID	HomeDepotID	SuppressInBom	BulkPriced	HideInBom	SpecialFlags	Weight	Image
100001280	4	000.910.161.002.00M	Hanging Partition - Left | ANTIQUE WHITE	1	55.17	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001281	4	000.910.361.002.00M	Hanging Partition - Right | ANTIQUE WHITE	1	55.17	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001282	4	000.910.252.002.00M	Hanging Radius Partition - Thru | ANTIQUE WHITE	1	72.24	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001283	4	000.910.152.002.00M	Hanging Radius Partition - Left | ANTIQUE WHITE	1	69.09	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001284	4	000.910.352.002.00M	Hanging Radius Partition - Right | ANTIQUE WHITE	1	69.09	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001285	4	000.910.262.002.00M	Hanging Partition - Thru | ANTIQUE WHITE	1	65.67	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001286	4	000.910.162.002.00M	Hanging Partition - Left | ANTIQUE WHITE	1	62.82	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001287	4	000.910.362.002.00M	Hanging Partition - Right | ANTIQUE WHITE	1	62.82	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001288	4	000.910.250.003.00M	Hanging Radius Partition - Thru | FOLKSTONE GRAY	1	68.53	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001289	4	000.910.150.003.00M	Hanging Radius Partition - Left | FOLKSTONE GRAY	1	68.53	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001290	4	000.910.350.003.00M	Hanging Radius Partition - Right | FOLKSTONE GRAY	1	68.53	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001291	4	000.910.260.003.00M	Hanging Partition - Thru | FOLKSTONE GRAY	1	91.35	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001292	4	000.910.160.003.00M	Hanging Partition - Left | FOLKSTONE GRAY	1	91.35	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001293	4	000.910.360.003.00M	Hanging Partition - Right | FOLKSTONE GRAY	1	91.35	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001294	4	000.910.251.003.00M	Hanging Radius Partition - Thru | FOLKSTONE GRAY	1	75.39	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001295	4	000.910.151.003.00M	Hanging Radius Partition - Left | FOLKSTONE GRAY	1	75.39	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001296	4	000.910.351.003.00M	Hanging Radius Partition - Right | FOLKSTONE GRAY	1	75.39	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001297	4	000.910.261.003.00M	Hanging Partition - Thru | FOLKSTONE GRAY	1	105.07	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001298	4	000.910.161.003.00M	Hanging Partition - Left | FOLKSTONE GRAY	1	105.07	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001299	4	000.910.361.003.00M	Hanging Partition - Right | FOLKSTONE GRAY	1	105.07	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001300	4	000.910.252.003.00M	Hanging Radius Partition - Thru | FOLKSTONE GRAY	1	84.49	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001301	4	000.910.152.003.00M	Hanging Radius Partition - Left | FOLKSTONE GRAY	1	84.49	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001302	4	000.910.352.003.00M	Hanging Radius Partition - Right | FOLKSTONE GRAY	1	84.49	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001303	4	000.910.262.003.00M	Hanging Partition - Thru | FOLKSTONE GRAY	1	121.03	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001304	4	000.910.162.003.00M	Hanging Partition - Left | FOLKSTONE GRAY	1	121.03	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001305	4	000.910.362.003.00M	Hanging Partition - Right | FOLKSTONE GRAY	1	121.03	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001306	4	000.910.250.004.00M	Hanging Radius Partition - Thru | CARMEL APPLE	1	59.64	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001307	4	000.910.150.004.00M	Hanging Radius Partition - Left | CARMEL APPLE	1	57.05	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001308	4	000.910.350.004.00M	Hanging Radius Partition - Right | CARMEL APPLE	1	57.05	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001309	4	000.910.260.004.00M	Hanging Partition - Thru | CARMEL APPLE	1	54.2	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001310	4	000.910.160.004.00M	Hanging Partition - Left | CARMEL APPLE	1	51.84	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001311	4	000.910.360.004.00M	Hanging Partition - Right | CARMEL APPLE	1	51.84	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001312	4	000.910.251.004.00M	Hanging Radius Partition - Thru | CARMEL APPLE	1	69.23	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001313	4	000.910.151.004.00M	Hanging Radius Partition - Left | CARMEL APPLE	1	66.25	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001314	4	000.910.351.004.00M	Hanging Radius Partition - Right | CARMEL APPLE	1	66.25	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001315	4	000.910.261.004.00M	Hanging Partition - Thru | CARMEL APPLE	1	62.95	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001316	4	000.910.161.004.00M	Hanging Partition - Left | CARMEL APPLE	1	60.23	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001317	4	000.910.361.004.00M	Hanging Partition - Right | CARMEL APPLE	1	60.23	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001318	4	000.910.252.004.00M	Hanging Radius Partition - Thru | CARMEL APPLE	1	78.86	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001319	4	000.910.152.004.00M	Hanging Radius Partition - Left | CARMEL APPLE	1	75.42	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001320	4	000.910.352.004.00M	Hanging Radius Partition - Right | CARMEL APPLE	1	75.42	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001321	4	000.910.262.004.00M	Hanging Partition - Thru | CARMEL APPLE	1	71.69	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001322	4	000.910.162.004.00M	Hanging Partition - Left | CARMEL APPLE	1	68.58	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001323	4	000.910.362.004.00M	Hanging Partition - Right | CARMEL APPLE	1	68.58	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001324	4	000.910.250.005.00M	Hanging Radius Partition - Thru | WILD APPLE	1	59.64	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001325	4	000.910.150.005.00M	Hanging Radius Partition - Left | WILD APPLE	1	57.05	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001326	4	000.910.350.005.00M	Hanging Radius Partition - Right | WILD APPLE	1	57.05	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001327	4	000.910.260.005.00M	Hanging Partition - Thru | WILD APPLE	1	54.2	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001328	4	000.910.160.005.00M	Hanging Partition - Left | WILD APPLE	1	51.84	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001329	4	000.910.360.005.00M	Hanging Partition - Right | WILD APPLE	1	51.84	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001330	4	000.910.251.005.00M	Hanging Radius Partition - Thru | WILD APPLE	1	69.23	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001331	4	000.910.151.005.00M	Hanging Radius Partition - Left | WILD APPLE	1	66.25	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001332	4	000.910.351.005.00M	Hanging Radius Partition - Right | WILD APPLE	1	66.25	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001333	4	000.910.261.005.00M	Hanging Partition - Thru | WILD APPLE	1	62.95	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001334	4	000.910.161.005.00M	Hanging Partition - Left | WILD APPLE	1	60.23	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001335	4	000.910.361.005.00M	Hanging Partition - Right | WILD APPLE	1	60.23	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001336	4	000.910.252.005.00M	Hanging Radius Partition - Thru | WILD APPLE	1	78.86	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001337	4	000.910.152.005.00M	Hanging Radius Partition - Left | WILD APPLE	1	75.42	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001338	4	000.910.352.005.00M	Hanging Radius Partition - Right | WILD APPLE	1	75.42	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001339	4	000.910.262.005.00M	Hanging Partition - Thru | WILD APPLE	1	71.69	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001340	4	000.910.162.005.00M	Hanging Partition - Left | WILD APPLE	1	68.58	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001341	4	000.910.362.005.00M	Hanging Partition - Right | WILD APPLE	1	68.58	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001342	4	000.910.250.006.00M	Hanging Radius Partition - Thru | MAHOGANY IMPRESSIONS	1	79.17	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001343	4	000.910.150.006.00M	Hanging Radius Partition - Left | MAHOGANY IMPRESSIONS	1	79.17	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001344	4	000.910.350.006.00M	Hanging Radius Partition - Right | MAHOGANY IMPRESSIONS	1	79.17	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001345	4	000.910.260.006.00M	Hanging Partition - Thru | MAHOGANY IMPRESSIONS	1	105.56	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001346	4	000.910.160.006.00M	Hanging Partition - Left | MAHOGANY IMPRESSIONS	1	105.56	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001347	4	000.910.360.006.00M	Hanging Partition - Right | MAHOGANY IMPRESSIONS	1	105.56	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001348	4	000.910.251.006.00M	Hanging Radius Partition - Thru | MAHOGANY IMPRESSIONS	1	87.08	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001349	4	000.910.151.006.00M	Hanging Radius Partition - Left | MAHOGANY IMPRESSIONS	1	87.08	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001350	4	000.910.351.006.00M	Hanging Radius Partition - Right | MAHOGANY IMPRESSIONS	1	87.08	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001351	4	000.910.261.006.00M	Hanging Partition - Thru | MAHOGANY IMPRESSIONS	1	121.38	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001352	4	000.910.161.006.00M	Hanging Partition - Left | MAHOGANY IMPRESSIONS	1	121.38	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001353	4	000.910.361.006.00M	Hanging Partition - Right | MAHOGANY IMPRESSIONS	1	121.38	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001354	4	000.910.252.006.00M	Hanging Radius Partition - Thru | MAHOGANY IMPRESSIONS	1	97.65	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001355	4	000.910.152.006.00M	Hanging Radius Partition - Left | MAHOGANY IMPRESSIONS	1	97.65	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001356	4	000.910.352.006.00M	Hanging Radius Partition - Right | MAHOGANY IMPRESSIONS	1	97.65	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001357	4	000.910.262.006.00M	Hanging Partition - Thru | MAHOGANY IMPRESSIONS	1	139.86	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001358	4	000.910.162.006.00M	Hanging Partition - Left | MAHOGANY IMPRESSIONS	1	139.86	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001359	4	000.910.362.006.00M	Hanging Partition - Right | MAHOGANY IMPRESSIONS	1	139.86	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001360	4	000.910.250.007.00M	Hanging Radius Partition - Thru | CHOCOLATE APPLE	1	59.64	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001361	4	000.910.150.007.00M	Hanging Radius Partition - Left | CHOCOLATE APPLE	1	57.05	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001362	4	000.910.350.007.00M	Hanging Radius Partition - Right | CHOCOLATE APPLE	1	57.05	0.045			FALSE	FALSE	0	"CutH,CutD"	13	100001252
100001363	4	000.910.260.007.00M	Hanging Partition - Thru | CHOCOLATE APPLE	1	54.2	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001364	4	000.910.160.007.00M	Hanging Partition - Left | CHOCOLATE APPLE	1	51.84	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001365	4	000.910.360.007.00M	Hanging Partition - Right | CHOCOLATE APPLE	1	51.84	0.045			FALSE	FALSE	0	"CutH,CutD"	21	100000862
100001366	4	000.910.251.007.00M	Hanging Radius Partition - Thru | CHOCOLATE APPLE	1	69.23	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001367	4	000.910.151.007.00M	Hanging Radius Partition - Left | CHOCOLATE APPLE	1	66.25	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001368	4	000.910.351.007.00M	Hanging Radius Partition - Right | CHOCOLATE APPLE	1	66.25	0.045			FALSE	FALSE	0	"CutH,CutD"	15	100001252
100001369	4	000.910.261.007.00M	Hanging Partition - Thru | CHOCOLATE APPLE	1	62.95	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001370	4	000.910.161.007.00M	Hanging Partition - Left | CHOCOLATE APPLE	1	60.23	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001371	4	000.910.361.007.00M	Hanging Partition - Right | CHOCOLATE APPLE	1	60.23	0.045			FALSE	FALSE	0	"CutH,CutD"	24	100000862
100001372	4	000.910.252.007.00M	Hanging Radius Partition - Thru | CHOCOLATE APPLE	1	78.86	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001373	4	000.910.152.007.00M	Hanging Radius Partition - Left | CHOCOLATE APPLE	1	75.42	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001374	4	000.910.352.007.00M	Hanging Radius Partition - Right | CHOCOLATE APPLE	1	75.42	0.045			FALSE	FALSE	0	"CutH,CutD"	17	100001252
100001375	4	000.910.262.007.00M	Hanging Partition - Thru | CHOCOLATE APPLE	1	71.69	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001376	4	000.910.162.007.00M	Hanging Partition - Left | CHOCOLATE APPLE	1	68.58	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001377	4	000.910.362.007.00M	Hanging Partition - Right | CHOCOLATE APPLE	1	68.58	0.045			FALSE	FALSE	0	"CutH,CutD"	28	100000862
100001378	4	000.960.000.001.00M	Backing Panel | WHITE	1	3.75	0.25			FALSE	FALSE	0	"CutV:BACK_LENGTH,CutH,WSQ_FT"	1	100001378
100001379	4	000.960.000.002.00M	Backing Panel | ANTIQUE WHITE	1	4.43	0.25			FALSE	FALSE	0	"CutV:BACK_LENGTH,CutH,WSQ_FT"	1	100001378
100001380	4	000.960.000.003.00M	Backing Panel | FOLKSTONE GRAY	1	4.35	0.25			FALSE	FALSE	0	"CutV:BACK_LENGTH,CutH,WSQ_FT"	1	100001378
100001381	4	000.960.000.004.00M	Backing Panel | CARMEL APPLE	1	5.03	0.25			FALSE	FALSE	0	"CutV:BACK_LENGTH,CutH,WSQ_FT"	1	100001378
100001382	4	000.960.000.005.00M	Backing Panel | WILD APPLE	1	5.03	0.25			FALSE	FALSE	0	"CutV:BACK_LENGTH,CutH,WSQ_FT"	1	100001378
100001383	4	000.960.000.006.00M	Backing Panel | MAHOGANY IMPRESSIONS	1	5.03	0.25			FALSE	FALSE	0	"CutV:BACK_LENGTH,CutH,WSQ_FT"	1	100001378
100001384	4	000.960.000.007.00M	Backing Panel | CHOCOLATE APPLE	1	5.03	0.25			FALSE	FALSE	0	"CutV:BACK_LENGTH,CutH,WSQ_FT"	1	100001378
100001385	4	000.930.920.001.00M	Cam Shelf | WHITE	1	2.43	0.05			FALSE	FALSE	0	"CutV,CutD"	3	100001385
100001386	4	000.930.980.001.00M	Cam Shelf | WHITE	1	3.49	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001387	4	000.930.010.001.00M	Cam Shelf | WHITE	1	4.55	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001388	4	000.930.020.001.00M	Cam Shelf | WHITE	1	5.7	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
100001389	4	000.930.030.001.00M	Cam Shelf | WHITE	1	6.56	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001390	4	000.930.040.001.00M	Cam Shelf | WHITE	1	7.58	0.05			FALSE	FALSE	0	"CutV,CutD"	11	100001385
100001391	4	000.930.921.001.00M	Cam Shelf | WHITE	1	2.82	0.05			FALSE	FALSE	0	"CutV,CutD"	4	100001385
100001392	4	000.930.981.001.00M	Cam Shelf | WHITE	1	4.05	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001393	4	000.930.011.001.00M	Cam Shelf | WHITE	1	5.29	0.05			FALSE	FALSE	0	"CutV,CutD"	7	100001385
100001394	4	000.930.021.001.00M	Cam Shelf | WHITE	1	6.61	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001395	4	000.930.031.001.00M	Cam Shelf | WHITE	1	7.62	0.05			FALSE	FALSE	0	"CutV,CutD"	11	100001385
100001396	4	000.930.041.001.00M	Cam Shelf | WHITE	1	8.8	0.05			FALSE	FALSE	0	"CutV,CutD"	13	100001385
100001397	4	000.930.922.001.00M	Cam Shelf | WHITE	1	3.21	0.05			FALSE	FALSE	0	"CutV,CutD"	4	100001385
100001398	4	000.930.982.001.00M	Cam Shelf | WHITE	1	4.61	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001399	4	000.930.012.001.00M	Cam Shelf | WHITE	1	6.02	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
100001400	4	000.930.022.001.00M	Cam Shelf | WHITE	1	7.53	0.05			FALSE	FALSE	0	"CutV,CutD"	10	100001385
100001401	4	000.930.032.001.00M	Cam Shelf | WHITE	1	8.68	0.05			FALSE	FALSE	0	"CutV,CutD"	12	100001385
100001402	4	000.930.042.001.00M	Cam Shelf | WHITE	1	10.02	0.05			FALSE	FALSE	0	"CutV,CutD"	14	100001385
100001403	4	000.930.923.001.00M	Cam Shelf | WHITE	1	3.99	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001404	4	000.930.983.001.00M	Cam Shelf | WHITE	1	5.73	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
100001405	4	000.930.013.001.00M	Cam Shelf | WHITE	1	7.48	0.05			FALSE	FALSE	0	"CutV,CutD"	10	100001385
100001406	4	000.930.023.001.00M	Cam Shelf | WHITE	1	9.36	0.05			FALSE	FALSE	0	"CutV,CutD"	13	100001385
100001407	4	000.930.033.001.00M	Cam Shelf | WHITE	1	10.79	0.05			FALSE	FALSE	0	"CutV,CutD"	15	100001385
100001408	4	000.930.043.001.00M	Cam Shelf | WHITE	1	12.46	0.05			FALSE	FALSE	0	"CutV,CutD"	18	100001385
100001409	4	000.930.924.001.00M	Cam Shelf | WHITE	1	4.77	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001410	4	000.930.984.001.00M	Cam Shelf | WHITE	1	6.85	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001411	4	000.930.014.001.00M	Cam Shelf | WHITE	1	8.95	0.05			FALSE	FALSE	0	"CutV,CutD"	12	100001385
100001412	4	000.930.024.001.00M	Cam Shelf | WHITE	1	11.2	0.05			FALSE	FALSE	0	"CutV,CutD"	15	100001385
100001413	4	000.930.034.001.00M	Cam Shelf | WHITE	1	12.9	0.05			FALSE	FALSE	0	"CutV,CutD"	18	100001385
100001414	4	000.930.044.001.00M	Cam Shelf | WHITE	1	14.91	0.05			FALSE	FALSE	0	"CutV,CutD"	21	100001385
100001415	4	000.930.920.002.00M	Cam Shelf | ANTIQUE WHITE	1	6.64	0.05			FALSE	FALSE	0	"CutV,CutD"	3	100001385
100001416	4	000.930.980.002.00M	Cam Shelf | ANTIQUE WHITE	1	10.62	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001417	4	000.930.010.002.00M	Cam Shelf | ANTIQUE WHITE	1	13.28	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001418	4	000.930.020.002.00M	Cam Shelf | ANTIQUE WHITE	1	17.26	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
100001419	4	000.930.030.002.00M	Cam Shelf | ANTIQUE WHITE	1	19.91	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001420	4	000.930.040.002.00M	Cam Shelf | ANTIQUE WHITE	1	23.9	0.05			FALSE	FALSE	0	"CutV,CutD"	11	100001385
100001421	4	000.930.921.002.00M	Cam Shelf | ANTIQUE WHITE	1	7.97	0.05			FALSE	FALSE	0	"CutV,CutD"	4	100001385
100001422	4	000.930.981.002.00M	Cam Shelf | ANTIQUE WHITE	1	11.95	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001423	4	000.930.011.002.00M	Cam Shelf | ANTIQUE WHITE	1	17.26	0.05			FALSE	FALSE	0	"CutV,CutD"	7	100001385
100001424	4	000.930.021.002.00M	Cam Shelf | ANTIQUE WHITE	1	21.24	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001425	4	000.930.031.002.00M	Cam Shelf | ANTIQUE WHITE	1	23.9	0.05			FALSE	FALSE	0	"CutV,CutD"	11	100001385
100001426	4	000.930.041.002.00M	Cam Shelf | ANTIQUE WHITE	1	29.21	0.05			FALSE	FALSE	0	"CutV,CutD"	13	100001385
100001427	4	000.930.922.002.00M	Cam Shelf | ANTIQUE WHITE	1	9.29	0.05			FALSE	FALSE	0	"CutV,CutD"	4	100001385
100001428	4	000.930.982.002.00M	Cam Shelf | ANTIQUE WHITE	1	13.28	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001429	4	000.930.012.002.00M	Cam Shelf | ANTIQUE WHITE	1	18.59	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
100001430	4	000.930.022.002.00M	Cam Shelf | ANTIQUE WHITE	1	22.57	0.05			FALSE	FALSE	0	"CutV,CutD"	10	100001385
100001431	4	000.930.032.002.00M	Cam Shelf | ANTIQUE WHITE	1	26.55	0.05			FALSE	FALSE	0	"CutV,CutD"	12	100001385
100001432	4	000.930.042.002.00M	Cam Shelf | ANTIQUE WHITE	1	30.53	0.05			FALSE	FALSE	0	"CutV,CutD"	14	100001385
100001433	4	000.930.923.002.00M	Cam Shelf | ANTIQUE WHITE	1	11.95	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001434	4	000.930.983.002.00M	Cam Shelf | ANTIQUE WHITE	1	17.26	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
100001435	4	000.930.013.002.00M	Cam Shelf | ANTIQUE WHITE	1	22.57	0.05			FALSE	FALSE	0	"CutV,CutD"	10	100001385
100001436	4	000.930.023.002.00M	Cam Shelf | ANTIQUE WHITE	1	27.88	0.05			FALSE	FALSE	0	"CutV,CutD"	13	100001385
100001437	4	000.930.033.002.00M	Cam Shelf | ANTIQUE WHITE	1	33.19	0.05			FALSE	FALSE	0	"CutV,CutD"	15	100001385
100001438	4	000.930.043.002.00M	Cam Shelf | ANTIQUE WHITE	1	38.5	0.05			FALSE	FALSE	0	"CutV,CutD"	18	100001385
100001439	4	000.930.924.002.00M	Cam Shelf | ANTIQUE WHITE	1	13.28	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001440	4	000.930.984.002.00M	Cam Shelf | ANTIQUE WHITE	1	19.91	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001441	4	000.930.014.002.00M	Cam Shelf | ANTIQUE WHITE	1	26.55	0.05			FALSE	FALSE	0	"CutV,CutD"	12	100001385
100001442	4	000.930.024.002.00M	Cam Shelf | ANTIQUE WHITE	1	33.19	0.05			FALSE	FALSE	0	"CutV,CutD"	15	100001385
100001443	4	000.930.034.002.00M	Cam Shelf | ANTIQUE WHITE	1	39.83	0.05			FALSE	FALSE	0	"CutV,CutD"	18	100001385
100001444	4	000.930.044.002.00M	Cam Shelf | ANTIQUE WHITE	1	46.46	0.05			FALSE	FALSE	0	"CutV,CutD"	21	100001385
100001445	4	000.930.920.003.00M	Cam Shelf | FOLKSTONE GRAY	1	6.53	0.05			FALSE	FALSE	0	"CutV,CutD"	3	100001385
100001446	4	000.930.980.003.00M	Cam Shelf | FOLKSTONE GRAY	1	10.44	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001447	4	000.930.010.003.00M	Cam Shelf | FOLKSTONE GRAY	1	13.05	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001448	4	000.930.020.003.00M	Cam Shelf | FOLKSTONE GRAY	1	16.97	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
100001449	4	000.930.030.003.00M	Cam Shelf | FOLKSTONE GRAY	1	19.58	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001450	4	000.930.040.003.00M	Cam Shelf | FOLKSTONE GRAY	1	23.49	0.05			FALSE	FALSE	0	"CutV,CutD"	11	100001385
100001451	4	000.930.921.003.00M	Cam Shelf | FOLKSTONE GRAY	1	7.83	0.05			FALSE	FALSE	0	"CutV,CutD"	4	100001385
100001452	4	000.930.981.003.00M	Cam Shelf | FOLKSTONE GRAY	1	11.75	0.05			FALSE	FALSE	0	"CutV,CutD"	5	100001385
100001453	4	000.930.011.003.00M	Cam Shelf | FOLKSTONE GRAY	1	16.97	0.05			FALSE	FALSE	0	"CutV,CutD"	7	100001385
100001454	4	000.930.021.003.00M	Cam Shelf | FOLKSTONE GRAY	1	20.88	0.05			FALSE	FALSE	0	"CutV,CutD"	9	100001385
100001455	4	000.930.031.003.00M	Cam Shelf | FOLKSTONE GRAY	1	23.49	0.05			FALSE	FALSE	0	"CutV,CutD"	11	100001385
100001456	4	000.930.041.003.00M	Cam Shelf | FOLKSTONE GRAY	1	28.71	0.05			FALSE	FALSE	0	"CutV,CutD"	13	100001385
100001457	4	000.930.922.003.00M	Cam Shelf | FOLKSTONE GRAY	1	9.14	0.05			FALSE	FALSE	0	"CutV,CutD"	4	100001385
100001458	4	000.930.982.003.00M	Cam Shelf | FOLKSTONE GRAY	1	13.05	0.05			FALSE	FALSE	0	"CutV,CutD"	6	100001385
100001459	4	000.930.012.003.00M	Cam Shelf | FOLKSTONE GRAY	1	18.27	0.05			FALSE	FALSE	0	"CutV,CutD"	8	100001385
