      #727,             JR7,                     White-949T,                           Door,           ,       9.65,     sq.ft.,       0.00,        ea.,       0.25,        ea.
     #727R,             JR7,                     White-949T,                      Routed DF,           ,       9.65,     sq.ft.,       5.00,        ea.,       0.25,        ea.
     #727D,             JR7,                     White-949T,                        Slab DF,           ,       7.60,     sq.ft.,       0.00,        ea.,       0.25,        ea.
     #727G,             JR7,                     White-949T,                  Cut for Glass,           ,       9.65,     sq.ft.,      15.00,        ea.,       0.25,        ea.
     #727F,             JR7,                     White-949T,               French Lite Door,           ,       9.65,     sq.ft.,       7.50,        ea.,       0.25,        ea.
      #112,             DR1,                     White-949T,                           Door,           ,      10.60,     sq.ft.,       0.00,        ea.,       0.25,        ea.
     #112R,             DR1,                     White-949T,                      Routed DF,           ,      10.60,     sq.ft.,       5.00,        ea.,       0.25,        ea.
     #112D,             DR1,                     White-949T,                        Slab DF,           ,       7.60,     sq.ft.,       0.00,        ea.,       0.25,        ea.
     #112G,             DR1,                     White-949T,                  Cut for Glass,           ,      10.60,     sq.ft.,      15.00,        ea.,       0.25,        ea.
     #112F,             DR1,                     White-949T,                    French Lite,           ,      10.60,     sq.ft.,       7.50,        ea.,       0.25,        ea.
      #329,          AMS329,                     White-949T,                           Door,           ,      13.30,     sq.ft.,       0.00,        ea.,       0.25,        ea.
     #329R,          AMS329,                     White-949T,                      Routed DF,           ,      13.30,     sq.ft.,       5.00,        ea.,       0.25,        ea.
     #329D,          AMS329,                     White-949T,                        Slab DF,           ,       7.60,     sq.ft.,       0.00,        ea.,       0.25,        ea.
     #329G,          AMS329,                     White-949T,                  Cut for Glass,           ,      13.30,     sq.ft.,      15.00,        ea.,       0.25,        ea.
     #329F,          AMS329,                     White-949T,               French Lite Door,           ,      13.30,     sq.ft.,       7.50,        ea.,       0.25,        ea.
      #732,           KB732,                     White-949T,                           Door,           ,       6.00,     sq.ft.,       0.00,        ea.,       0.25,        ea.
