001,3/4_WHITE_PVC,.5x19-WHT
002,3/4_ANTIQUE_PVC,.5x19-ANT
003,3/4_GREY_PVC,.5x19-GRY
004,3/4_DESERT_PVC,.5x19-DES
005,3/4_AUTUMN_PVC,.5x19-AUT
006,3/4_MAHOGANY_PVC,.5x19-MAH
007,3/4_SABLE_PVC,.5x19-SAB
008,3/4_BRONZE_PVC,.5x19-BRO
009,3/4_PEWTER_PVC,.5x19-PEW
010,3/4_MAPLE_PVC,.5x19-MAP

