PartID,CatalogID,PartString,Description - Updated 11/11/10,Quantity, Price ,Labor,Lin Ft Price, Item Price ,SuppressInBom,BulkPriced,HideInBom,SpecialFlags,Weight,Image
100001013,4,000.912.170.004.00M,"Upright Partition (85x12), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001014,4,000.912.370.004.00M,"Upright Partition (85x12), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001015,4,000.912.280.004.00M,"Upright Partition (95x12), Thru Drilled, Baseboard Notch, Carmel Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001016,4,000.912.180.004.00M,"Upright Partition (95x12), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001017,4,000.912.380.004.00M,"Upright Partition (95x12), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001018,4,000.912.271.004.00M,"Upright Partition (85x14), Thru Drilled, Baseboard Notch, Carmel Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001019,4,000.912.171.004.00M,"Upright Partition (85x14), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001020,4,000.912.371.004.00M,"Upright Partition (85x14), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001021,4,000.912.281.004.00M,"Upright Partition (95x14), Thru Drilled, Baseboard Notch, Carmel Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001022,4,000.912.181.004.00M,"Upright Partition (95x14), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001023,4,000.912.381.004.00M,"Upright Partition (95x14), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001024,4,000.912.272.004.00M,"Upright Partition (85x16), Thru Drilled, Baseboard Notch, Carmel Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001025,4,000.912.172.004.00M,"Upright Partition (85x16), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001026,4,000.912.372.004.00M,"Upright Partition (85x16), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001027,4,000.912.282.004.00M,"Upright Partition (95x16), Thru Drilled, Baseboard Notch, Carmel Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001028,4,000.912.182.004.00M,"Upright Partition (95x16), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001029,4,000.912.382.004.00M,"Upright Partition (95x16), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001030,4,000.912.273.004.00M,"Upright Partition (85x20), Thru Drilled, Baseboard Notch, Carmel Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001031,4,000.912.173.004.00M,"Upright Partition (85x20), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001032,4,000.912.373.004.00M,"Upright Partition (85x20), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001033,4,000.912.283.004.00M,"Upright Partition (95x20), Thru Drilled, Baseboard Notch, Carmel Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001034,4,000.912.183.004.00M,"Upright Partition (95x20), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001035,4,000.912.383.004.00M,"Upright Partition (95x20), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001036,4,000.912.274.004.00M,"Upright Partition (85x24), Thru Drilled, Baseboard Notch, Carmel Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001037,4,000.912.174.004.00M,"Upright Partition (85x24), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001038,4,000.912.374.004.00M,"Upright Partition (85x24), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001039,4,000.912.284.004.00M,"Upright Partition (95x24), Thru Drilled, Baseboard Notch, Carmel Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001040,4,000.912.184.004.00M,"Upright Partition (95x24), Left Stop Drilled, Baseboard Notch, Carmel Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001041,4,000.912.384.004.00M,"Upright Partition (95x24), Right Stop Drilled, Baseboard Notch, Carmel Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001042,4,000.911.270.004.00M,"Upright Partition (85x12), Thru Drilled, Carmel Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001043,4,000.911.170.004.00M,"Upright Partition (85x12), Left Stop Drilled, Carmel Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001044,4,000.911.370.004.00M,"Upright Partition (85x12), Right Stop Drilled, Carmel Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001045,4,000.911.280.004.00M,"Upright Partition (95x12), Thru Drilled, Carmel Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000862
100001046,4,000.911.180.004.00M,"Upright Partition (95x12), Left Stop Drilled, Carmel Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000862
100001047,4,000.911.380.004.00M,"Upright Partition (95x12), Right Stop Drilled, Carmel Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000862
100001048,4,000.911.271.004.00M,"Upright Partition (85x14), Thru Drilled, Carmel Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000862
100001049,4,000.911.171.004.00M,"Upright Partition (85x14), Left Stop Drilled, Carmel Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000862
100001050,4,000.911.371.004.00M,"Upright Partition (85x14), Right Stop Drilled, Carmel Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000862
100001051,4,000.911.281.004.00M,"Upright Partition (95x14), Thru Drilled, Carmel Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001052,4,000.911.181.004.00M,"Upright Partition (95x14), Left Stop Drilled, Carmel Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001053,4,000.911.381.004.00M,"Upright Partition (95x14), Right Stop Drilled, Carmel Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001054,4,000.911.272.004.00M,"Upright Partition (85x16), Thru Drilled, Carmel Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001055,4,000.911.172.004.00M,"Upright Partition (85x16), Left Stop Drilled, Carmel Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001056,4,000.911.372.004.00M,"Upright Partition (85x16), Right Stop Drilled, Carmel Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001057,4,000.911.282.004.00M,"Upright Partition (95x16), Thru Drilled, Carmel Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000862
100001058,4,000.911.182.004.00M,"Upright Partition (95x16), Left Stop Drilled, Carmel Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000862
100001059,4,000.911.382.004.00M,"Upright Partition (95x16), Right Stop Drilled, Carmel Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000862
100001060,4,000.911.273.004.00M,"Upright Partition (85x20), Thru Drilled, Carmel Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000862
100001061,4,000.911.173.004.00M,"Upright Partition (85x20), Left Stop Drilled, Carmel Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000862
100001062,4,000.911.373.004.00M,"Upright Partition (85x20), Right Stop Drilled, Carmel Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000862
100001063,4,000.911.283.004.00M,"Upright Partition (95x20), Thru Drilled, Carmel Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000862
100001064,4,000.911.183.004.00M,"Upright Partition (95x20), Left Stop Drilled, Carmel Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000862
100001065,4,000.911.383.004.00M,"Upright Partition (95x20), Right Stop Drilled, Carmel Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000862
100001066,4,000.911.274.004.00M,"Upright Partition (85x24), Thru Drilled, Carmel Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000862
100001067,4,000.911.174.004.00M,"Upright Partition (85x24), Left Stop Drilled, Carmel Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000862
100001068,4,000.911.374.004.00M,"Upright Partition (85x24), Right Stop Drilled, Carmel Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000862
100001069,4,000.911.284.004.00M,"Upright Partition (95x24), Thru Drilled, Carmel Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000862
100001070,4,000.911.184.004.00M,"Upright Partition (95x24), Left Stop Drilled, Carmel Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000862
100001071,4,000.911.384.004.00M,"Upright Partition (95x24), Right Stop Drilled, Carmel Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000862
100001072,4,000.912.270.005.00M,"Upright Partition (85x12), Thru Drilled, Baseboard Notch, Wild Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001073,4,000.912.170.005.00M,"Upright Partition (85x12), Left Stop Drilled, Baseboard Notch, Wild Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001074,4,000.912.370.005.00M,"Upright Partition (85x12), Right Stop Drilled, Baseboard Notch, Wild Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001075,4,000.912.280.005.00M,"Upright Partition (95x12), Thru Drilled, Baseboard Notch, Wild Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001076,4,000.912.180.005.00M,"Upright Partition (95x12), Left Stop Drilled, Baseboard Notch, Wild Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001077,4,000.912.380.005.00M,"Upright Partition (95x12), Right Stop Drilled, Baseboard Notch, Wild Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001078,4,000.912.271.005.00M,"Upright Partition (85x14), Thru Drilled, Baseboard Notch, Wild Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001079,4,000.912.171.005.00M,"Upright Partition (85x14), Left Stop Drilled, Baseboard Notch, Wild Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001080,4,000.912.371.005.00M,"Upright Partition (85x14), Right Stop Drilled, Baseboard Notch, Wild Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001081,4,000.912.281.005.00M,"Upright Partition (95x14), Thru Drilled, Baseboard Notch, Wild Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001082,4,000.912.181.005.00M,"Upright Partition (95x14), Left Stop Drilled, Baseboard Notch, Wild Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001083,4,000.912.381.005.00M,"Upright Partition (95x14), Right Stop Drilled, Baseboard Notch, Wild Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001084,4,000.912.272.005.00M,"Upright Partition (85x16), Thru Drilled, Baseboard Notch, Wild Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001085,4,000.912.172.005.00M,"Upright Partition (85x16), Left Stop Drilled, Baseboard Notch, Wild Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001086,4,000.912.372.005.00M,"Upright Partition (85x16), Right Stop Drilled, Baseboard Notch, Wild Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001087,4,000.912.282.005.00M,"Upright Partition (95x16), Thru Drilled, Baseboard Notch, Wild Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001088,4,000.912.182.005.00M,"Upright Partition (95x16), Left Stop Drilled, Baseboard Notch, Wild Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001089,4,000.912.382.005.00M,"Upright Partition (95x16), Right Stop Drilled, Baseboard Notch, Wild Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001090,4,000.912.273.005.00M,"Upright Partition (85x20), Thru Drilled, Baseboard Notch, Wild Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001091,4,000.912.173.005.00M,"Upright Partition (85x20), Left Stop Drilled, Baseboard Notch, Wild Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001092,4,000.912.373.005.00M,"Upright Partition (85x20), Right Stop Drilled, Baseboard Notch, Wild Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001093,4,000.912.283.005.00M,"Upright Partition (95x20), Thru Drilled, Baseboard Notch, Wild Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001094,4,000.912.183.005.00M,"Upright Partition (95x20), Left Stop Drilled, Baseboard Notch, Wild Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001095,4,000.912.383.005.00M,"Upright Partition (95x20), Right Stop Drilled, Baseboard Notch, Wild Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001096,4,000.912.274.005.00M,"Upright Partition (85x24), Thru Drilled, Baseboard Notch, Wild Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001097,4,000.912.174.005.00M,"Upright Partition (85x24), Left Stop Drilled, Baseboard Notch, Wild Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001098,4,000.912.374.005.00M,"Upright Partition (85x24), Right Stop Drilled, Baseboard Notch, Wild Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001099,4,000.912.284.005.00M,"Upright Partition (95x24), Thru Drilled, Baseboard Notch, Wild Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001100,4,000.912.184.005.00M,"Upright Partition (95x24), Left Stop Drilled, Baseboard Notch, Wild Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001101,4,000.912.384.005.00M,"Upright Partition (95x24), Right Stop Drilled, Baseboard Notch, Wild Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001102,4,000.911.270.005.00M,"Upright Partition (85x12), Thru Drilled, Wild Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001103,4,000.911.170.005.00M,"Upright Partition (85x12), Left Stop Drilled, Wild Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001104,4,000.911.370.005.00M,"Upright Partition (85x12), Right Stop Drilled, Wild Apple",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001105,4,000.911.280.005.00M,"Upright Partition (95x12), Thru Drilled, Wild Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000862
100001106,4,000.911.180.005.00M,"Upright Partition (95x12), Left Stop Drilled, Wild Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000862
100001107,4,000.911.380.005.00M,"Upright Partition (95x12), Right Stop Drilled, Wild Apple",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000862
100001108,4,000.911.271.005.00M,"Upright Partition (85x14), Thru Drilled, Wild Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000862
100001109,4,000.911.171.005.00M,"Upright Partition (85x14), Left Stop Drilled, Wild Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000862
100001110,4,000.911.371.005.00M,"Upright Partition (85x14), Right Stop Drilled, Wild Apple",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000862
100001111,4,000.911.281.005.00M,"Upright Partition (95x14), Thru Drilled, Wild Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001112,4,000.911.181.005.00M,"Upright Partition (95x14), Left Stop Drilled, Wild Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001113,4,000.911.381.005.00M,"Upright Partition (95x14), Right Stop Drilled, Wild Apple",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001114,4,000.911.272.005.00M,"Upright Partition (85x16), Thru Drilled, Wild Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001115,4,000.911.172.005.00M,"Upright Partition (85x16), Left Stop Drilled, Wild Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001116,4,000.911.372.005.00M,"Upright Partition (85x16), Right Stop Drilled, Wild Apple",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000862
100001117,4,000.911.282.005.00M,"Upright Partition (95x16), Thru Drilled, Wild Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000862
100001118,4,000.911.182.005.00M,"Upright Partition (95x16), Left Stop Drilled, Wild Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000862
100001119,4,000.911.382.005.00M,"Upright Partition (95x16), Right Stop Drilled, Wild Apple",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000862
100001120,4,000.911.273.005.00M,"Upright Partition (85x20), Thru Drilled, Wild Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000862
100001121,4,000.911.173.005.00M,"Upright Partition (85x20), Left Stop Drilled, Wild Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000862
100001122,4,000.911.373.005.00M,"Upright Partition (85x20), Right Stop Drilled, Wild Apple",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000862
100001123,4,000.911.283.005.00M,"Upright Partition (95x20), Thru Drilled, Wild Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000862
100001124,4,000.911.183.005.00M,"Upright Partition (95x20), Left Stop Drilled, Wild Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000862
100001125,4,000.911.383.005.00M,"Upright Partition (95x20), Right Stop Drilled, Wild Apple",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000862
100001126,4,000.911.274.005.00M,"Upright Partition (85x24), Thru Drilled, Wild Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000862
100001127,4,000.911.174.005.00M,"Upright Partition (85x24), Left Stop Drilled, Wild Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000862
100001128,4,000.911.374.005.00M,"Upright Partition (85x24), Right Stop Drilled, Wild Apple",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000862
100001129,4,000.911.284.005.00M,"Upright Partition (95x24), Thru Drilled, Wild Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000862
100001130,4,000.911.184.005.00M,"Upright Partition (95x24), Left Stop Drilled, Wild Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000862
100001131,4,000.911.384.005.00M,"Upright Partition (95x24), Right Stop Drilled, Wild Apple",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000862
100001132,4,000.912.270.006.00M,"Upright Partition (85x12), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001133,4,000.912.170.006.00M,"Upright Partition (85x12), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001134,4,000.912.370.006.00M,"Upright Partition (85x12), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000832
100001135,4,000.912.280.006.00M,"Upright Partition (95x12), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001136,4,000.912.180.006.00M,"Upright Partition (95x12), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001137,4,000.912.380.006.00M,"Upright Partition (95x12), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000832
100001138,4,000.912.271.006.00M,"Upright Partition (85x14), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001139,4,000.912.171.006.00M,"Upright Partition (85x14), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001140,4,000.912.371.006.00M,"Upright Partition (85x14), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,9.91,0.045,,,FALSE,FALSE,0,"CutH,CutD",26,100000832
100001141,4,000.912.281.006.00M,"Upright Partition (95x14), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001142,4,000.912.181.006.00M,"Upright Partition (95x14), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001143,4,000.912.381.006.00M,"Upright Partition (95x14), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,9.99,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001144,4,000.912.272.006.00M,"Upright Partition (85x16), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001145,4,000.912.172.006.00M,"Upright Partition (85x16), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001146,4,000.912.372.006.00M,"Upright Partition (85x16), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,11.41,0.045,,,FALSE,FALSE,0,"CutH,CutD",29,100000832
100001147,4,000.912.282.006.00M,"Upright Partition (95x16), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001148,4,000.912.182.006.00M,"Upright Partition (95x16), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001149,4,000.912.382.006.00M,"Upright Partition (95x16), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,11.31,0.045,,,FALSE,FALSE,0,"CutH,CutD",33,100000832
100001150,4,000.912.273.006.00M,"Upright Partition (85x20), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001151,4,000.912.173.006.00M,"Upright Partition (85x20), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001152,4,000.912.373.006.00M,"Upright Partition (85x20), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,14.21,0.045,,,FALSE,FALSE,0,"CutH,CutD",36,100000832
100001153,4,000.912.283.006.00M,"Upright Partition (95x20), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001154,4,000.912.183.006.00M,"Upright Partition (95x20), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001155,4,000.912.383.006.00M,"Upright Partition (95x20), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,14.13,0.045,,,FALSE,FALSE,0,"CutH,CutD",41,100000832
100001156,4,000.912.274.006.00M,"Upright Partition (85x24), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001157,4,000.912.174.006.00M,"Upright Partition (85x24), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001158,4,000.912.374.006.00M,"Upright Partition (85x24), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,17.01,0.045,,,FALSE,FALSE,0,"CutH,CutD",43,100000832
100001159,4,000.912.284.006.00M,"Upright Partition (95x24), Thru Drilled, Baseboard Notch, Mahogany Impressions",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001160,4,000.912.184.006.00M,"Upright Partition (95x24), Left Stop Drilled, Baseboard Notch, Mahogany Impressions",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001161,4,000.912.384.006.00M,"Upright Partition (95x24), Right Stop Drilled, Baseboard Notch, Mahogany Impressions",1,16.96,0.045,,,FALSE,FALSE,0,"CutH,CutD",49,100000832
100001162,4,000.911.270.006.00M,"Upright Partition (85x12), Thru Drilled, Mahogany Impressions",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001163,4,000.911.170.006.00M,"Upright Partition (85x12), Left Stop Drilled, Mahogany Impressions",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001164,4,000.911.370.006.00M,"Upright Partition (85x12), Right Stop Drilled, Mahogany Impressions",1,8.61,0.045,,,FALSE,FALSE,0,"CutH,CutD",22,100000862
100001165,4,000.911.280.006.00M,"Upright Partition (95x12), Thru Drilled, Mahogany Impressions",1,8.48,0.045,,,FALSE,FALSE,0,"CutH,CutD",25,100000862
