"Product Name","Product No","Product Active","Customer Part No","Product Category","Stocking Code","GL Account","Kanban Part","CutRite Product ID","Weight","QB Product Code","Shipping Method","Part Number","Nom W","Case Material","Nom H","Cabinet Material","Nom D","Cabinet Edgeband","Eng W","Cabinet Edgeband 2","Eng H","Door Material","Eng D","Door Edgeband","Product Sheet","Created Time","Website","Modified Time","Unit Price","Tax Class","Stock Type","Qty/Unit","Usage Unit","Reorder Level","Qty. in Stock","Qty. in Demand","Handler","Product Image","Description"
"Upright Partition (85x12), Right Stop Drilled, Ant","SKU-100352","1","911.370.002.000","Closet","","Cabinets","0","CL-VU-R","20.260","CL-VUR-85x12-ANT","Not Accessible","CL-VU-R-85x12-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","304.800","","","2010-06-18 12:39:58","","2010-09-14 07:36:24","42.21","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x14), Right Stop Drilled, Ant","SKU-100353","1","911.371.002.000","Closet","","Cabinets","0","CL-VU-R","23.630","CL-VUR-85x14-ANT","Not Accessible","CL-VU-R-85x14-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","355.600","","","2010-06-18 12:39:58","","2010-09-14 07:36:30","48.40","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x16), Right Stop Drilled, Ant","SKU-100354","1","911.372.002.000","Closet","","Cabinets","0","CL-VU-R","27.010","CL-VUR-85x16-ANT","Not Accessible","CL-VU-R-85x16-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","406.400","","","2010-06-18 12:39:59","","2010-09-14 07:36:37","53.35","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x20), Right Stop Drilled, Ant","SKU-100355","1","911.373.002.000","Closet","","Cabinets","0","CL-VU-R","33.760","CL-VUR-85x20-ANT","Not Accessible","CL-VU-R-85x20-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","508.000","","","2010-06-18 12:39:59","","2010-09-14 07:36:45","63.53","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x24), Right Stop Drilled, Ant","SKU-100356","1","911.374.002.000","Closet","","Cabinets","0","CL-VU-R","40.520","CL-VUR-85x24-ANT","Not Accessible","CL-VU-R-85x24-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","609.600","","","2010-06-18 12:39:59","","2010-09-14 07:36:51","66.28","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x12), Right Stop Drilled, Ant","SKU-100357","1","911.380.002.000","Closet","","Cabinets","0","CL-VU-R","22.640","CL-VUR-95x12-ANT","Not Accessible","CL-VU-R-95x12-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","304.800","","","2010-06-18 12:39:59","","2010-09-14 07:36:58","43.04","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x14), Right Stop Drilled, Ant","SKU-100358","1","911.381.002.000","Closet","","Cabinets","0","CL-VU-R","26.420","CL-VUR-95x14-ANT","Not Accessible","CL-VU-R-95x14-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","355.600","","","2010-06-18 12:40:00","","2010-09-14 07:37:05","49.23","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x16), Right Stop Drilled, Ant","SKU-100359","1","911.382.002.000","Closet","","Cabinets","0","CL-VU-R","30.190","CL-VUR-95x16-ANT","Not Accessible","CL-VU-R-95x16-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","406.400","","","2010-06-18 12:40:00","","2010-09-14 07:37:12","54.18","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x20), Right Stop Drilled, Ant","SKU-100360","1","911.383.002.000","Closet","","Cabinets","0","CL-VU-R","37.740","CL-VUR-95x20-ANT","Not Accessible","CL-VU-R-95x20-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","508.000","","","2010-06-18 12:40:00","","2010-09-14 07:37:19","64.35","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x24), Right Stop Drilled, Ant","SKU-100361","1","911.384.002.000","Closet","","Cabinets","0","CL-VU-R","45.280","CL-VUR-95x24-ANT","Not Accessible","CL-VU-R-95x24-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","609.600","","","2010-06-18 12:40:00","","2010-09-14 07:37:28","67.10","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x12), Left Stop Drilled, Base","SKU-100362","1","912.170.002.000","Closet","","Cabinets","0","CL-VUN-L","20.260","CL-VUL-N-85x12-ANT","Not Accessible","CL-VUN-L-85x12-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","304.800","","","2010-06-18 12:40:01","","2010-09-14 07:08:59","43.59","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x14), Left Stop Drilled, Base","SKU-100363","1","912.171.002.000","Closet","","Cabinets","0","CL-VUN-L","23.630","CL-VUL-N-85x14-ANT","Not Accessible","CL-VUN-L-85x14-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","355.600","","","2010-06-18 12:40:01","","2010-09-14 07:38:08","49.78","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x16), Left Stop Drilled, Base","SKU-100364","1","912.172.002.000","Closet","","Cabinets","0","CL-VUN-L","27.010","CL-VUL-N-85x16-ANT","Not Accessible","CL-VUN-L-85x16-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","406.400","","","2010-06-18 12:40:01","","2010-09-14 07:10:03","54.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x20), Left Stop Drilled, Base","SKU-100365","1","912.173.002.000","Closet","","Cabinets","0","CL-VUN-L","33.760","CL-VUL-N-85x20-ANT","Not Accessible","CL-VUN-L-85x20-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","508.000","","","2010-06-18 12:40:01","","2010-09-14 07:10:30","64.90","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x24), Left Stop Drilled, Base","SKU-100366","1","912.174.002.000","Closet","","Cabinets","0","CL-VUN-L","40.520","CL-VUL-N-85x24-ANT","Not Accessible","CL-VUN-L-85x24-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","609.600","","","2010-06-18 12:40:02","","2010-09-14 07:10:46","67.65","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x12), Left Stop Drilled, Base","SKU-100367","1","912.180.002.000","Closet","","Cabinets","0","CL-VUN-L","22.640","CL-VUL-N-95x12-ANT","Not Accessible","CL-VUN-L-95x12-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","304.800","","","2010-06-18 12:40:02","","2010-09-14 07:11:06","44.41","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x14), Left Stop Drilled, Base","SKU-100368","1","912.181.002.000","Closet","","Cabinets","0","CL-VUN-L","26.420","CL-VUL-N-95x14-ANT","Not Accessible","CL-VUN-L-95x14-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","355.600","","","2010-06-18 12:40:02","","2010-09-14 07:11:25","50.60","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x16), Left Stop Drilled, Base","SKU-100369","1","912.182.002.000","Closet","","Cabinets","0","CL-VUN-L","30.190","CL-VUL-N-95x16-ANT","Not Accessible","CL-VUN-L-95x16-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","406.400","","","2010-06-18 12:40:03","","2010-09-14 07:11:45","55.55","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x20), Left Stop Drilled, Base","SKU-100370","1","912.183.002.000","Closet","","Cabinets","0","CL-VUN-L","37.740","CL-VUL-N-95x20-ANT","Not Accessible","CL-VUN-L-95x20-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","508.000","","","2010-06-18 12:40:03","","2010-09-14 07:12:17","65.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x24), Left Stop Drilled, Base","SKU-100371","1","912.184.002.000","Closet","","Cabinets","0","CL-VUN-L","45.280","CL-VUL-N-95x24-ANT","Not Accessible","CL-VUN-L-95x24-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","609.600","","","2010-06-18 12:40:03","","2010-09-14 07:12:36","68.48","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x12), Thru Drilled, Baseboard","SKU-100372","1","912.270.002.000","Closet","","Cabinets","0","CL-VUN-T","20.260","CL-VUT-N-85x12-ANT","Not Accessible","CL-VUN-T-85x12-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","304.800","","","2010-06-18 12:40:04","","2010-09-14 07:15:11","51.84","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x14), Thru Drilled, Baseboard","SKU-100373","1","912.271.002.000","Closet","","Cabinets","0","CL-VUN-T","23.630","CL-VUT-N-85x14-ANT","Not Accessible","CL-VUN-T-85x14-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","355.600","","","2010-06-18 12:40:04","","2010-09-14 07:14:50","60.78","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x16), Thru Drilled, Baseboard","SKU-100374","1","912.272.002.000","Closet","","Cabinets","0","CL-VUN-T","27.010","CL-VUT-N-85x16-ANT","Not Accessible","CL-VUN-T-85x16-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","406.400","","","2010-06-18 12:40:04","","2010-09-14 07:14:35","65.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x20), Thru Drilled, Baseboard","SKU-100375","1","912.273.002.000","Closet","","Cabinets","0","CL-VUN-T","33.760","CL-VUT-N-85x20-ANT","Not Accessible","CL-VUN-T-85x20-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","508.000","","","2010-06-18 12:40:04","","2010-09-14 07:14:05","75.90","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x24), Thru Drilled, Baseboard","SKU-100376","1","912.274.002.000","Closet","","Cabinets","0","CL-VUN-T","40.520","CL-VUT-N-85x24-ANT","Not Accessible","CL-VUN-T-85x24-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","609.600","","","2010-06-18 12:40:04","","2010-09-14 07:25:51","78.65","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x12), Thru Drilled, Baseboard","SKU-100377","1","912.280.002.000","Closet","","Cabinets","0","CL-VUN-T","22.640","CL-VUT-N-95x12-ANT","Not Accessible","CL-VUN-T-95x12-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","304.800","","","2010-06-18 12:40:05","","2010-09-14 07:26:17","52.66","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x14), Thru Drilled, Baseboard","SKU-100378","1","912.281.002.000","Closet","","Cabinets","0","CL-VUN-T","26.420","CL-VUT-N-95x14-ANT","Not Accessible","CL-VUN-T-95x14-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","355.600","","","2010-06-18 12:40:05","","2010-09-14 07:27:18","61.60","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x16), Thru Drilled, Baseboard","SKU-100379","1","912.282.002.000","Closet","","Cabinets","0","CL-VUN-T","30.190","CL-VUT-N-95x16-ANT","Not Accessible","CL-VUN-T-95x16-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","406.400","","","2010-06-18 12:40:05","","2010-09-14 07:27:39","66.55","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x20), Thru Drilled, Baseboard","SKU-100380","1","912.283.002.000","Closet","","Cabinets","0","CL-VUN-T","37.740","CL-VUT-N-95x20-ANT","Not Accessible","CL-VUN-T-95x20-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","508.000","","","2010-06-18 12:40:06","","2010-09-14 07:27:56","76.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x24), Thru Drilled, Baseboard","SKU-100381","1","912.284.002.000","Closet","","Cabinets","0","CL-VUN-T","45.280","CL-VUT-N-95x24-ANT","Not Accessible","CL-VUN-T-95x24-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","609.600","","","2010-06-18 12:40:06","","2010-09-14 07:28:11","79.48","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x12), Right Stop Drilled, Bas","SKU-100382","1","912.370.002.000","Closet","","Cabinets","0","CL-VUN-R","20.260","CL-VUR-N-85x12-ANT","Not Accessible","CL-VUN-R-85x12-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","304.800","","","2010-06-18 12:40:06","","2010-09-14 07:28:48","43.59","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x14), Right Stop Drilled, Bas","SKU-100383","1","912.371.002.000","Closet","","Cabinets","0","CL-VUN-R","23.630","CL-VUR-N-85x14-ANT","Not Accessible","CL-VUN-R-85x14-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","355.600","","","2010-06-18 12:40:06","","2010-09-14 07:29:06","49.78","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x16), Right Stop Drilled, Bas","SKU-100384","1","912.372.002.000","Closet","","Cabinets","0","CL-VUN-R","27.010","CL-VUR-N-85x16-ANT","Not Accessible","CL-VUN-R-85x16-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","406.400","","","2010-06-18 12:40:07","","2010-09-14 07:29:20","54.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x20), Right Stop Drilled, Bas","SKU-100385","1","912.373.002.000","Closet","","Cabinets","0","CL-VUN-R","33.760","CL-VUR-N-85x20-ANT","Not Accessible","CL-VUN-R-85x20-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","508.000","","","2010-06-18 12:40:07","","2010-09-14 07:29:37","64.90","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (85x24), Right Stop Drilled, Bas","SKU-100386","1","912.374.002.000","Closet","","Cabinets","0","CL-VUN-R","40.520","CL-VUR-N-85x24-ANT","Not Accessible","CL-VUN-R-85x24-ANT","0.000","3/4_AQ_WHITE-2S","85.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2159.000","","609.600","","","2010-06-18 12:40:07","","2010-09-14 07:29:56","67.65","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x12), Right Stop Drilled, Bas","SKU-100387","1","912.380.002.000","Closet","","Cabinets","0","CL-VUN-R","22.640","CL-VUR-N-95x12-ANT","Not Accessible","CL-VUN-R-95x12-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","304.800","","","2010-06-18 12:40:07","","2010-09-14 07:30:10","44.41","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x14), Right Stop Drilled, Bas","SKU-100388","1","912.381.002.000","Closet","","Cabinets","0","CL-VUN-R","26.420","CL-VUR-N-95x14-ANT","Not Accessible","CL-VUN-R-95x14-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","355.600","","","2010-06-18 12:40:08","","2010-09-14 07:30:27","50.60","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x16), Right Stop Drilled, Bas","SKU-100389","1","912.382.002.000","Closet","","Cabinets","0","CL-VUN-R","30.190","CL-VUR-N-95x16-ANT","Not Accessible","CL-VUN-R-95x16-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","406.400","","","2010-06-18 12:40:08","","2010-09-14 07:30:43","55.55","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x20), Right Stop Drilled, Bas","SKU-100390","1","912.383.002.000","Closet","","Cabinets","0","CL-VUN-R","37.740","CL-VUR-N-95x20-ANT","Not Accessible","CL-VUN-R-95x20-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","508.000","","","2010-06-18 12:40:08","","2010-09-14 07:30:56","65.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Upright Partition (95x24), Right Stop Drilled, Bas","SKU-100391","1","912.384.002.000","Closet","","Cabinets","0","CL-VUN-R","45.280","CL-VUR-N-95x24-ANT","Not Accessible","CL-VUN-R-95x24-ANT","0.000","3/4_AQ_WHITE-2S","95.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","0.000","","2413.000","","609.600","","","2010-06-18 12:40:09","","2010-09-14 07:31:10","68.48","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (24x12), Antique White","SKU-100392","1","930.010.002.000","Closet","","Cabinets","0","CL-CS","5.720","CL-CS-24x12-ANT","Not Accessible","CL-CS-24x12-ANT","24.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","609.600","","0.000","","304.800","","","2010-06-18 12:40:09","","2010-06-21 13:20:50","12.20","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (24x14), Antique White","SKU-100393","1","930.011.002.000","Closet","","Cabinets","0","CL-CS","6.670","CL-CS-24x14-ANT","Not Accessible","CL-CS-24x14-ANT","24.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","609.600","","0.000","","355.600","","","2010-06-18 12:40:09","","2010-06-21 13:20:51","14.12","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (24x16), Antique White","SKU-100394","1","930.012.002.000","Closet","","Cabinets","0","CL-CS","7.630","CL-CS-24x16-ANT","Not Accessible","CL-CS-24x16-ANT","24.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","609.600","","0.000","","406.400","","","2010-06-18 12:40:09","","2010-06-21 13:20:51","14.72","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (24x20), Antique White","SKU-100395","1","930.013.002.000","Closet","","Cabinets","0","CL-CS","9.530","CL-CS-24x20-ANT","Not Accessible","CL-CS-24x20-ANT","24.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","609.600","","0.000","","508.000","","","2010-06-18 12:40:10","","2010-06-21 13:20:52","17.81","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (24x24), Antique White","SKU-100396","1","930.014.002.000","Closet","","Cabinets","0","CL-CS","11.440","CL-CS-24x24-ANT","Not Accessible","CL-CS-24x24-ANT","24.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","609.600","","0.000","","609.600","","","2010-06-18 12:40:10","","2010-06-21 13:20:52","18.63","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (30x12), Antique White","SKU-100397","1","930.020.002.000","Closet","","Cabinets","0","CL-CS","7.150","CL-CS-30x12-ANT","Not Accessible","CL-CS-30x12-ANT","30.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","762.000","","0.000","","304.800","","","2010-06-18 12:40:10","","2010-06-21 13:20:53","14.56","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (30x14), Antique White","SKU-100398","1","930.021.002.000","Closet","","Cabinets","0","CL-CS","8.340","CL-CS-30x14-ANT","Not Accessible","CL-CS-30x14-ANT","30.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","762.000","","0.000","","355.600","","","2010-06-18 12:40:11","","2010-06-21 13:20:53","16.96","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (30x16), Antique White","SKU-100399","1","930.022.002.000","Closet","","Cabinets","0","CL-CS","9.530","CL-CS-30x16-ANT","Not Accessible","CL-CS-30x16-ANT","30.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","762.000","","0.000","","406.400","","","2010-06-18 12:40:11","","2010-06-21 13:20:53","17.71","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (30x20), Antique White","SKU-100400","1","930.023.002.000","Closet","","Cabinets","0","CL-CS","11.920","CL-CS-30x20-ANT","Not Accessible","CL-CS-30x20-ANT","30.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","762.000","","0.000","","508.000","","","2010-06-18 12:40:11","","2010-06-21 13:20:54","21.57","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (30x24), Antique White","SKU-100401","1","930.024.002.000","Closet","","Cabinets","0","CL-CS","14.300","CL-CS-30x24-ANT","Not Accessible","CL-CS-30x24-ANT","30.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","762.000","","0.000","","609.600","","","2010-06-18 12:40:12","","2010-06-21 13:20:54","22.61","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (36x12), Antique White","SKU-100402","1","930.030.002.000","Closet","","Cabinets","0","CL-CS","8.580","CL-CS-36x12-ANT","Not Accessible","CL-CS-36x12-ANT","36.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","914.400","","0.000","","304.800","","","2010-06-18 12:40:12","","2010-06-21 13:20:54","16.93","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (36x14), Antique White","SKU-100403","1","930.031.002.000","Closet","","Cabinets","0","CL-CS","10.010","CL-CS-36x14-ANT","Not Accessible","CL-CS-36x14-ANT","36.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","914.400","","0.000","","355.600","","","2010-06-18 12:40:12","","2010-06-21 13:20:55","19.82","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (36x16), Antique White","SKU-100404","1","930.032.002.000","Closet","","Cabinets","0","CL-CS","11.440","CL-CS-36x16-ANT","Not Accessible","CL-CS-36x16-ANT","36.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","16.000","3/4_ANTIQUE_PVC","914.400","","0.000","","406.400","","","2010-06-18 12:40:13","","2010-06-21 13:20:55","20.70","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (36x20), Antique White","SKU-100405","1","930.033.002.000","Closet","","Cabinets","0","CL-CS","14.300","CL-CS-36x20-ANT","Not Accessible","CL-CS-36x20-ANT","36.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","20.000","3/4_ANTIQUE_PVC","914.400","","0.000","","508.000","","","2010-06-18 12:40:13","","2010-06-21 13:20:55","25.33","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (36x24), Antique White","SKU-100406","1","930.034.002.000","Closet","","Cabinets","0","CL-CS","17.160","CL-CS-36x24-ANT","Not Accessible","CL-CS-36x24-ANT","36.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","24.000","3/4_ANTIQUE_PVC","914.400","","0.000","","609.600","","","2010-06-18 12:40:13","","2010-06-21 13:20:56","26.58","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (42x12), Antique White","SKU-100407","1","930.040.002.000","Closet","","Cabinets","0","CL-CS","10.010","CL-CS-42x12-ANT","Not Accessible","CL-CS-42x12-ANT","42.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","12.000","3/4_ANTIQUE_PVC","1066.800","","0.000","","304.800","","","2010-06-18 12:40:13","","2010-06-21 13:20:56","19.28","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Cam Shelf (42x14), Antique White","SKU-100408","1","930.041.002.000","Closet","","Cabinets","0","CL-CS","11.680","CL-CS-42x14-ANT","Not Accessible","CL-CS-42x14-ANT","42.000","3/4_AQ_WHITE-2S","0.000","ANTIQUE WHITE","14.000","3/4_ANTIQUE_PVC","1066.800","","0.000","","355.600","","","2010-06-18 12:40:14","","2010-06-21 13:20:56","22.66","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
