"Product Name","Product No","Product Active","Customer Part No","Product Category","Stocking Code","GL Account","Kanban Part","CutRite Product ID","Weight","QB Product Code","Shipping Method","Part Number","Nom W","Case Material","Nom H","Cabinet Material","Nom D","Cabinet Edgeband","Eng W","Cabinet Edgeband 2","Eng H","Door Material","Eng D","Door Edgeband","Product Sheet","Created Time","Website","Modified Time","Unit Price","Tax Class","Stock Type","Qty/Unit","Usage Unit","Reorder Level","Qty. in Stock","Qty. in Demand","Handler","Product Image","Description"
"Deck,12 x 22.5 w/Maple Edge","SKU-100000","1","800200","Not Accessible","","Cabinets","0","CCP-DEK","7.260","800200","Not Accessible","CCP-DEK-12x22.5-MAP","12.000","","22.500","HARDROCK MAPLE","0.000","","304.800","1_MAPLE_PVC","571.500","","0.000","","","2010-06-18 12:12:55","","2010-06-24 12:30:23","4.70","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,12 x 46.5 w/Maple Edge","SKU-100001","1","800201","Not Accessible","","Cabinets","0","CCP-DEK","15.000","800201","Not Accessible","CCP-DEK-12x46.5-MAP","12.000","","46.500","HARDROCK MAPLE","0.000","","304.800","1_MAPLE_PVC","1181.100","","0.000","","","2010-06-18 12:12:56","","2010-06-21 13:05:45","9.69","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,16 x 22.5 w/Maple Edge","SKU-100002","1","800202","Not Accessible","","Cabinets","0","CCP-DEK","9.680","800202","Not Accessible","CCP-DEK-16x22.5-MAP","16.000","","22.500","HARDROCK MAPLE","0.000","","406.400","1_MAPLE_PVC","571.500","","0.000","","","2010-06-18 12:12:56","","2010-06-21 13:05:45","6.08","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,16 x 46.5 w/Maple Edge","SKU-100003","1","800203","Not Accessible","","Cabinets","0","CCP-DEK","20.000","800203","Not Accessible","CCP-DEK-16x46.5-MAP","16.000","","46.500","HARDROCK MAPLE","0.000","","406.400","1_MAPLE_PVC","1181.100","","0.000","","","2010-06-18 12:12:56","","2010-06-21 13:05:46","11.92","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,23 x 22.5 w/Maple Edge","SKU-100004","1","800204","Not Accessible","","Cabinets","0","CCP-DEK","13.910","800204","Not Accessible","CCP-DEK-23x22.5-MAP","23.000","","22.500","HARDROCK MAPLE","0.000","","584.200","1_MAPLE_PVC","571.500","","0.000","","","2010-06-18 12:12:56","","2010-06-21 13:05:46","8.78","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,23 x 46.5 w/Maple Edge","SKU-100005","1","800205","Not Accessible","","Cabinets","0","CCP-DEK","28.740","800205","Not Accessible","CCP-DEK-23x46.5-MAP","23.000","","46.500","HARDROCK MAPLE","0.000","","584.200","1_MAPLE_PVC","1181.100","","0.000","","","2010-06-18 12:12:57","","2010-06-21 13:05:47","16.92","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,20 x 22.5 w/Maple Edge","SKU-100006","1","800208","Not Accessible","","Cabinets","0","CCP-DEK","12.090","800208","Not Accessible","CCP-DEK-20x22.5-MAP","20.000","","22.500","HARDROCK MAPLE","0.000","","508.000","1_MAPLE_PVC","571.500","","0.000","","","2010-06-18 12:12:57","","2010-06-21 13:05:47","7.54","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,20 x 46.5 w/Maple Edge","SKU-100007","1","800209","Not Accessible","","Cabinets","0","CCP-DEK","24.990","800209","Not Accessible","CCP-DEK-20x46.5-MAP","20.000","","46.500","HARDROCK MAPLE","0.000","","508.000","1_MAPLE_PVC","1181.100","","0.000","","","2010-06-18 12:12:58","","2010-06-21 13:05:48","14.75","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,23.875 x 23 Maple","SKU-100008","1","800300","Not Accessible","","Cabinets","0","CCP-DOR","10.910","800300","Not Accessible","CCP-DOR-23.875x23-MAP","23.875","","23.000","HARDROCK MAPLE","0.000","","606.400","","584.200","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:12:58","","2010-06-21 13:05:49","10.48","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,23.875 x 48 Maple","SKU-100009","1","800305","Not Accessible","","Cabinets","0","CCP-DOR","22.760","800305","Not Accessible","CCP-DOR-23.875x48-MAP","23.875","","48.000","HARDROCK MAPLE","0.000","","606.400","","1219.200","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:12:59","","2010-06-21 13:05:49","20.49","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,23.875 x 72 Maple","SKU-100010","1","800306","Not Accessible","","Cabinets","0","CCP-DOR","34.140","800306","Not Accessible","CCP-DOR-23.875x72-MAP","23.875","","72.000","HARDROCK MAPLE","0.000","","606.400","","1828.800","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:12:59","","2010-06-21 13:05:49","23.10","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,23.875 x 78 Maple","SKU-100011","1","800307","Not Accessible","","Cabinets","0","CCP-DOR","36.990","800307","Not Accessible","CCP-DOR-23.875x78-MAP","23.875","","78.000","HARDROCK MAPLE","0.000","","606.400","","1981.200","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:12:59","","2010-06-21 13:05:50","24.99","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,23.875 x 84 Maple","SKU-100012","1","800308","Not Accessible","","Cabinets","0","CCP-DOR","39.830","800308","Not Accessible","CCP-DOR-23.875x84-MAP","23.875","","84.000","HARDROCK MAPLE","0.000","","606.400","","2133.600","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:00","","2010-06-21 13:05:50","26.89","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,23.875 x 90 Maple","SKU-100013","1","800309","Not Accessible","","Cabinets","0","CCP-DOR","42.680","800309","Not Accessible","CCP-DOR-23.875x90-MAP","23.875","","90.000","HARDROCK MAPLE","0.000","","606.400","","2286.000","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:00","","2010-06-21 13:05:51","28.79","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,23.875 x 30.75 Maple","SKU-100014","1","800310","Not Accessible","","Cabinets","0","CCP-DOR","14.580","800310","Not Accessible","CCP-DOR-23.875x30.75-MAP","23.875","","30.750","HARDROCK MAPLE","0.000","","606.400","","781.100","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:00","","2010-06-21 13:05:51","13.40","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Sliding 23.875 x 77 Maple","SKU-100015","1","800311","Not Accessible","","Cabinets","0","CCP-DOR-SL","36.700","800311","Not Accessible","CCP-DOR-SL-24x77-MAP","24.000","","77.000","HARDROCK MAPLE","0.000","","609.600","","1955.800","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:01","","2010-06-21 13:05:51","28.25","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Sliding 23.875 x 83 Maple","SKU-100016","1","800312","Not Accessible","","Cabinets","0","CCP-DOR-SL","39.560","800312","Not Accessible","CCP-DOR-SL-24x83-MAP","24.000","","83.000","HARDROCK MAPLE","0.000","","609.600","","2108.200","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:01","","2010-06-21 13:05:52","28.25","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Sliding 23.875 x 89 Maple","SKU-100017","1","800313","Not Accessible","","Cabinets","0","CCP-DOR-SL","42.420","800313","Not Accessible","CCP-DOR-SL-24x89-MAP","24.000","","89.000","HARDROCK MAPLE","0.000","","609.600","","2260.600","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:01","","2010-06-21 13:05:52","28.25","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Sliding 23.875 x 71 Maple","SKU-100018","1","800314","Not Accessible","","Cabinets","0","CCP-DOR-SL","33.840","800314","Not Accessible","CCP-DOR-SL-24x71-MAP","24.000","","71.000","HARDROCK MAPLE","0.000","","609.600","","1803.400","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:02","","2010-06-21 13:05:52","28.25","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Drawer Front,23.875 x 7.5625 Maple","SKU-100019","1","800500","Not Accessible","","Cabinets","0","CCP-DRWF","3.590","800500","Not Accessible","CCP-DRWF-23.875x7.5625-MAP","23.875","","7.563","HARDROCK MAPLE","0.000","","606.400","","192.100","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:02","","2010-06-21 13:05:52","4.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Drawer Front,23.875 x15.3125 Maple(Unit pack 2 pcs","SKU-100020","1","800501","Not Accessible","","Cabinets","0","CCP-DRWF","7.260","800501","Not Accessible","CCP-DRWF-23.875x15.3125-MAP","23.875","","15.313","HARDROCK MAPLE","0.000","","606.400","","388.900","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:02","","2010-06-21 13:05:53","8.40","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Drawer Front,23.875 x 3.71875 Maple","SKU-100021","1","800502","Not Accessible","","Cabinets","0","CCP-DRWF","1.760","800502","Not Accessible","CCP-DRWF-23.875x3.71875-MAP","23.875","","3.719","HARDROCK MAPLE","0.000","","606.400","","94.500","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:03","","2010-06-21 13:05:53","4.73","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,16 x 31 Maple","SKU-100022","1","800804","Not Accessible","","Cabinets","0","CCP-SID","9.850","800804","Not Accessible","CCP-SID-16x31-MAP","16.000","3/4_MAPLE/WHITE","31.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","787.400","","0.000","","","2010-06-18 12:13:03","","2010-06-21 13:05:54","10.59","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,16 x 48 Maple","SKU-100023","1","800805","Not Accessible","","Cabinets","0","CCP-SID","15.250","800805","Not Accessible","CCP-SID-16x48-MAP","16.000","3/4_MAPLE/WHITE","48.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","1219.200","","0.000","","","2010-06-18 12:13:03","","2010-06-21 13:05:54","15.86","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,16 x 72 Maple","SKU-100024","1","800806","Not Accessible","","Cabinets","0","CCP-SID","22.880","800806","Not Accessible","CCP-SID-16x72-MAP","16.000","3/4_MAPLE/WHITE","72.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","1828.800","","0.000","","","2010-06-18 12:13:03","","2010-06-21 13:05:54","20.57","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,16 x 78 Maple","SKU-100025","1","800807","Not Accessible","","Cabinets","0","CCP-SID","24.790","800807","Not Accessible","CCP-SID-16x78-MAP","16.000","3/4_MAPLE/WHITE","78.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","1981.200","","0.000","","","2010-06-18 12:13:04","","2010-06-21 13:05:55","22.25","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,16 x 84 Maple","SKU-100026","1","800808","Not Accessible","","Cabinets","0","CCP-SID","26.690","800808","Not Accessible","CCP-SID-16x84-MAP","16.000","3/4_MAPLE/WHITE","84.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","2133.600","","0.000","","","2010-06-18 12:13:04","","2010-06-21 13:05:56","23.93","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,16 x 90 Maple","SKU-100027","1","800809","Not Accessible","","Cabinets","0","CCP-SID","28.600","800809","Not Accessible","CCP-SID-16x90-MAP","16.000","3/4_MAPLE/WHITE","90.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","2286.000","","0.000","","","2010-06-18 12:13:04","","2010-06-21 13:05:56","25.61","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,23 x 31 Maple","SKU-100028","1","800812","Not Accessible","","Cabinets","0","CCP-SID","14.160","800812","Not Accessible","CCP-SID-23x31-MAP","23.000","3/4_MAPLE/WHITE","31.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","787.400","","0.000","","","2010-06-18 12:13:05","","2010-06-21 13:05:56","15.03","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,23 x 48 Maple","SKU-100029","1","800813","Not Accessible","","Cabinets","0","CCP-SID","21.930","800813","Not Accessible","CCP-SID-23x48-MAP","23.000","3/4_MAPLE/WHITE","48.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","1219.200","","0.000","","","2010-06-18 12:13:05","","2010-06-21 13:05:57","16.16","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,23 x 72 Maple","SKU-100030","1","800814","Not Accessible","","Cabinets","0","CCP-SID","32.890","800814","Not Accessible","CCP-SID-23x72-MAP","23.000","3/4_MAPLE/WHITE","72.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","1828.800","","0.000","","","2010-06-18 12:13:05","","2010-06-21 13:05:57","21.79","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,23 x 78 Maple","SKU-100031","1","800815","Not Accessible","","Cabinets","0","CCP-SID","35.630","800815","Not Accessible","CCP-SID-23x78-MAP","23.000","3/4_MAPLE/WHITE","78.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","1981.200","","0.000","","","2010-06-18 12:13:06","","2010-06-21 13:05:58","23.57","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,23 x 84 Maple","SKU-100032","1","800816","Not Accessible","","Cabinets","0","CCP-SID","38.370","800816","Not Accessible","CCP-SID-23x84-MAP","23.000","3/4_MAPLE/WHITE","84.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","2133.600","","0.000","","","2010-06-18 12:13:06","","2010-06-21 13:05:58","25.35","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,23 x 90 Maple","SKU-100033","1","800817","Not Accessible","","Cabinets","0","CCP-SID","41.110","800817","Not Accessible","CCP-SID-23x90-MAP","23.000","3/4_MAPLE/WHITE","90.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","2286.000","","0.000","","","2010-06-18 12:13:06","","2010-06-21 13:05:59","27.13","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,12 x 23.25 Maple","SKU-100034","1","800818","Not Accessible","","Cabinets","0","CCP-SID","5.540","800818","Not Accessible","CCP-SID-12x23.25-MAP","12.000","3/4_MAPLE/WHITE","23.250","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","304.800","","590.600","","0.000","","","2010-06-18 12:13:07","","2010-06-21 13:05:59","9.36","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,12 x 31 Maple","SKU-100035","1","800819","Not Accessible","","Cabinets","0","CCP-SID","7.390","800819","Not Accessible","CCP-SID-12x31-MAP","12.000","3/4_MAPLE/WHITE","31.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","304.800","","787.400","","0.000","","","2010-06-18 12:13:08","","2010-06-21 13:05:59","11.57","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,16 x 23.25 Maple","SKU-100036","1","800820","Not Accessible","","Cabinets","0","CCP-SID","7.390","800820","Not Accessible","CCP-SID-16x23.25-MAP","16.000","3/4_MAPLE/WHITE","23.250","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","590.600","","0.000","","","2010-06-18 12:13:09","","2010-06-21 13:06:00","8.15","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,23 x 23.25 Maple","SKU-100037","1","800821","Not Accessible","","Cabinets","0","CCP-SID","10.620","800821","Not Accessible","CCP-SID-23x23.25-MAP","23.000","3/4_MAPLE/WHITE","23.250","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","590.600","","0.000","","","2010-06-18 12:13:09","","2010-06-21 13:06:01","11.56","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,20 x 23.25 Maple","SKU-100038","1","800822","Not Accessible","","Cabinets","0","CCP-SID","9.240","800822","Not Accessible","CCP-SID-20x23.25-MAP","20.000","3/4_MAPLE/WHITE","23.250","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","590.600","","0.000","","","2010-06-18 12:13:10","","2010-06-21 13:06:02","10.10","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,20 x 31 Maple","SKU-100039","1","800823","Not Accessible","","Cabinets","0","CCP-SID","12.310","800823","Not Accessible","CCP-SID-20x31-MAP","20.000","3/4_MAPLE/WHITE","31.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","787.400","","0.000","","","2010-06-18 12:13:10","","2010-06-21 13:06:02","13.12","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,20 x 48 Maple","SKU-100040","1","800824","Not Accessible","","Cabinets","0","CCP-SID","19.070","800824","Not Accessible","CCP-SID-20x48-MAP","20.000","3/4_MAPLE/WHITE","48.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","1219.200","","0.000","","","2010-06-18 12:13:11","","2010-06-21 13:06:03","17.20","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,20 x 72 Maple","SKU-100041","1","800825","Not Accessible","","Cabinets","0","CCP-SID","28.600","800825","Not Accessible","CCP-SID-20x72-MAP","20.000","3/4_MAPLE/WHITE","72.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","1828.800","","0.000","","","2010-06-18 12:13:12","","2010-06-21 13:06:03","21.44","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,20 x 78 Maple","SKU-100042","1","800826","Not Accessible","","Cabinets","0","CCP-SID","30.980","800826","Not Accessible","CCP-SID-20x78-MAP","20.000","3/4_MAPLE/WHITE","78.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","1981.200","","0.000","","","2010-06-18 12:13:12","","2010-06-21 13:06:04","23.20","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,20 x 84 Maple","SKU-100043","1","800827","Not Accessible","","Cabinets","0","CCP-SID","33.370","800827","Not Accessible","CCP-SID-20x84-MAP","20.000","3/4_MAPLE/WHITE","84.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","2133.600","","0.000","","","2010-06-18 12:13:12","","2010-06-21 13:06:04","24.95","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,20 x 90 Maple","SKU-100044","1","800828","Not Accessible","","Cabinets","0","CCP-SID","35.750","800828","Not Accessible","CCP-SID-20x90-MAP","20.000","3/4_MAPLE/WHITE","90.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","2286.000","","0.000","","","2010-06-18 12:13:13","","2010-06-21 13:06:05","26.70","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,1 & 4 Drawer 16 x 31 Maple","SKU-100045","1","800904","Not Accessible","","Cabinets","0","CCP-SID-DRW","9.850","800904","Not Accessible","CCP-SID-DRW-16x31-MAP","16.000","3/4_MAPLE/WHITE","31.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","406.400","","787.400","","0.000","","","2010-06-18 12:13:13","","2010-06-21 13:06:05","10.59","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,1 & 4 Drawer 23 x 31 Maple","SKU-100046","1","800905","Not Accessible","","Cabinets","0","CCP-SID-DRW","14.160","800905","Not Accessible","CCP-SID-DRW-23x31-MAP","23.000","3/4_MAPLE/WHITE","31.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","584.200","","787.400","","0.000","","","2010-06-18 12:13:13","","2010-06-21 13:06:05","15.03","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Side,1 & 4 Drawer 20 x 31 Maple","SKU-100047","1","800906","Not Accessible","","Cabinets","0","CCP-SID-DRW","12.310","800906","Not Accessible","CCP-SID-DRW-20x31-MAP","20.000","3/4_MAPLE/WHITE","31.000","HARDROCK MAPLE","0.000","3/4_MAPLE_PVC","508.000","","787.400","","0.000","","","2010-06-18 12:13:14","","2010-06-21 13:06:06","13.76","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Stretcher,3 x 22.5 w/Maple Edge","SKU-100048","1","801001","Not Accessible","","Cabinets","0","CCP-STR","1.810","801001","Not Accessible","CCP-STR-3x22.5-MAP","3.000","","22.500","HARDROCK MAPLE","0.000","","76.200","1_MAPLE_PVC","571.500","","0.000","","","2010-06-18 12:13:14","","2010-06-21 13:06:06","2.21","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Blind Panel 21.8125 x 78 Maple","SKU-100049","1","801304","Not Accessible","","Cabinets","0","CCP-DOR-BL","33.790","801304","Not Accessible","CCP-DOR-BL-21.8125x78-MAP","21.813","","78.000","HARDROCK MAPLE","0.000","","554.000","","1981.200","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:14","","2010-06-21 13:06:06","28.25","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Blind Panel 21.8125 x 84 Maple","SKU-100050","1","801305","Not Accessible","","Cabinets","0","CCP-DOR-BL","36.390","801305","Not Accessible","CCP-DOR-BL-21.8125x84-MAP","21.813","","84.000","HARDROCK MAPLE","0.000","","554.000","","2133.600","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:15","","2010-06-21 13:06:07","28.25","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Blind Panel 21.8125 x 90 Maple","SKU-100051","1","801306","Not Accessible","","Cabinets","0","CCP-DOR-BL","38.990","801306","Not Accessible","CCP-DOR-BL-21.8125x90-MAP","21.813","","90.000","HARDROCK MAPLE","0.000","","554.000","","2286.000","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:15","","2010-06-21 13:06:07","30.56","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Blind Panel 21.8125 x 23 Maple","SKU-100052","1","801307","Not Accessible","","Cabinets","0","CCP-DOR-BL","9.960","801307","Not Accessible","CCP-DOR-BL-21.8125x23-MAP","21.813","","23.000","HARDROCK MAPLE","0.000","","554.000","","584.200","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:15","","2010-06-21 13:06:08","14.07","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Door,Blind Panel 21.8125 x 30.75 Maple","SKU-100053","1","801308","Not Accessible","","Cabinets","0","CCP-DOR-BL","13.320","801308","Not Accessible","CCP-DOR-BL-21.8125x30.75-MAP","21.813","","30.750","HARDROCK MAPLE","0.000","","554.000","","781.100","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:16","","2010-06-21 13:06:08","16.49","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Blind Panel,26 x 31 Maple","SKU-100054","1","801323","Not Accessible","","Cabinets","0","CCP-BLP","16.010","801323","Not Accessible","CCP-BLP-26x31-MAP","26.000","","31.000","HARDROCK MAPLE","0.000","","660.400","","787.400","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:16","","2010-06-21 13:06:08","31.50","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Blind Panel,26 x 78 Maple","SKU-100055","1","801324","Not Accessible","","Cabinets","0","CCP-BLP","40.280","801324","Not Accessible","CCP-BLP-26x78-MAP","26.000","","78.000","HARDROCK MAPLE","0.000","","660.400","","1981.200","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:16","","2010-06-21 13:06:09","35.60","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Blind Panel,26 x 84 Maple","SKU-100056","1","801325","Not Accessible","","Cabinets","0","CCP-BLP","43.380","801325","Not Accessible","CCP-BLP-26x84-MAP","26.000","","84.000","HARDROCK MAPLE","0.000","","660.400","","2133.600","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:17","","2010-06-21 13:06:09","35.60","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Blind Panel,26 x 90 Maple","SKU-100057","1","801326","Not Accessible","","Cabinets","0","CCP-BLP","46.480","801326","Not Accessible","CCP-BLP-26x90-MAP","26.000","","90.000","HARDROCK MAPLE","0.000","","660.400","","2286.000","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:17","","2010-06-21 13:06:09","36.75","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Blind Panel,26 x 23.25 Maple","SKU-100058","1","801327","Not Accessible","","Cabinets","0","CCP-BLP","12.010","801327","Not Accessible","CCP-BLP-26x23.25-MAP","26.000","","23.250","HARDROCK MAPLE","0.000","","660.400","","590.600","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:18","","2010-06-21 13:06:10","27.30","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Sample,Maple Wood","SKU-100059","1","801400","Not Accessible","","Cabinets","0","CCP-SAMPLE-M","0.000","801400","Not Accessible","CCP-SAMPLE-MAPLE-MAP","0.000","","0.000","HARDROCK MAPLE","0.000","","0.000","","0.000","3/4_MAPLE/WHITE","0.000","3/4_MAPLE_PVC","","2010-06-18 12:13:18","","2010-06-21 13:06:10","3.15","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,12 x 22.5 w/Windswept Bronze Edge","SKU-100060","1","810200","Not Accessible","","Cabinets","0","CCP-DEK","7.260","810200","Not Accessible","CCP-DEK-12x22.5-BRO","12.000","","22.500","WINDSWEPT BRONZE","0.000","","304.800","1_BRONZE_PVC","571.500","","0.000","","","2010-06-18 12:13:19","","2010-06-21 13:06:11","4.70","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,12 x 46.5 w/Windswept Bronze Edge","SKU-100061","1","810201","Not Accessible","","Cabinets","0","CCP-DEK","15.000","810201","Not Accessible","CCP-DEK-12x46.5-BRO","12.000","","46.500","WINDSWEPT BRONZE","0.000","","304.800","1_BRONZE_PVC","1181.100","","0.000","","","2010-06-18 12:13:19","","2010-06-21 13:06:11","9.69","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Deck,16 x 22.5 w/Windswept Bronze Edge","SKU-100062","1","810202","Not Accessible","","Cabinets","0","CCP-DEK","9.680","810202","Not Accessible","CCP-DEK-16x22.5-BRO","16.000","","22.500","WINDSWEPT BRONZE","0.000","","406.400","1_BRONZE_PVC","571.500","","0.000","","","2010-06-18 12:13:20","","2010-06-21 13:06:11","6.08","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
